poll_reading_id,response_option_id,response_kind,candidate_id,candidate_name,candidate_observation_status,response_label,option_order,reported_value,share,notes
liaison_20260131_0202_mayor_five_option,someone-else,other,,,,Someone Else,5,4%,0.04,"Someone Else is a published response, not an Unmeasured Candidate Tail estimate. option_order is table row order only."
mainstreet_20260222_mayor_all,candidate-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,1,31.2%,0.312,
mainstreet_20260222_mayor_all,candidate-tory,candidate,tory,John Tory,individually_published,John Tory,2,23.5%,0.235,
mainstreet_20260222_mayor_all,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,3,12%,0.12,
mainstreet_20260222_mayor_all,candidate-furey,candidate,furey,Anthony Furey,individually_published,Anthony Furey,4,5.3%,0.053,
mainstreet_20260222_mayor_all,undecided,undecided,,,,Undecided,5,28%,0.28,Published undecided response; retained separately from poll residuals.
mainstreet_20260222_mayor_decided_undecided,candidate-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,1,36%,0.36,
mainstreet_20260222_mayor_decided_undecided,candidate-tory,candidate,tory,John Tory,individually_published,John Tory,2,28.2%,0.282,
mainstreet_20260222_mayor_decided_undecided,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,3,13.9%,0.139,
mainstreet_20260222_mayor_decided_undecided,candidate-furey,candidate,furey,Anthony Furey,individually_published,Anthony Furey,4,5.4%,0.054,
mainstreet_20260222_mayor_decided_undecided,undecided,undecided,,,,Undecided,5,16.4%,0.164,Published undecided response; retained separately from poll residuals.
mainstreet_20260222_mayor_decided,candidate-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,1,43.1%,0.431,
mainstreet_20260222_mayor_decided,candidate-tory,candidate,tory,John Tory,individually_published,John Tory,2,33.8%,0.338,
mainstreet_20260222_mayor_decided,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,3,16.7%,0.167,
mainstreet_20260222_mayor_decided,candidate-furey,candidate,furey,Anthony Furey,individually_published,Anthony Furey,4,6.5%,0.065,
liaison_20260306_08_mayor_all,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Bradford,1,21%,0.21,option_order is published table row order only; it is not asserted to be IVR presentation order.
liaison_20260306_08_mayor_all,candidate-chow,candidate,chow,Olivia Chow,individually_published,Chow,2,36%,0.36,option_order is published table row order only; it is not asserted to be IVR presentation order.
liaison_20260306_08_mayor_all,candidate-michael-ford,candidate,michael-ford,Michael Ford,individually_published,Ford,3,13%,0.13,option_order is published table row order only; it is not asserted to be IVR presentation order.
liaison_20260306_08_mayor_all,candidate-furey,candidate,furey,Anthony Furey,individually_published,Furey,4,7%,0.07,option_order is published table row order only; it is not asserted to be IVR presentation order.
liaison_20260306_08_mayor_all,someone-else,other,,,,Someone Else,5,5%,0.05,"Someone Else is a published response, not an Unmeasured Candidate Tail estimate. option_order is table row order only."
liaison_20260306_08_mayor_all,undecided,undecided,,,,Undecided,6,17%,0.17,Displayed shares sum to 99% because of source rounding. option_order is published table row order only; it is not asserted to be IVR presentation order.
liaison_20260306_08_mayor_decided_leaning,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Bradford,1,26%,0.26,option_order is published table row order only; it is not asserted to be IVR presentation order.
liaison_20260306_08_mayor_decided_leaning,candidate-chow,candidate,chow,Olivia Chow,individually_published,Chow,2,44%,0.44,option_order is published table row order only; it is not asserted to be IVR presentation order.
liaison_20260306_08_mayor_decided_leaning,candidate-michael-ford,candidate,michael-ford,Michael Ford,individually_published,Ford,3,16%,0.16,option_order is published table row order only; it is not asserted to be IVR presentation order.
liaison_20260306_08_mayor_decided_leaning,candidate-furey,candidate,furey,Anthony Furey,individually_published,Furey,4,8%,0.08,option_order is published table row order only; it is not asserted to be IVR presentation order.
liaison_20260306_08_mayor_decided_leaning,someone-else,other,,,,Someone Else,5,6%,0.06,"Someone Else is a published response, not an Unmeasured Candidate Tail estimate. option_order is table row order only."
pallas_20260308_mayor_all,candidate-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,1,35.3%,0.353,
pallas_20260308_mayor_all,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,2,29%,0.29,
pallas_20260308_mayor_all,other,other,,,,Another Candidate,3,10.5%,0.105,Published poll residual; not an Unmeasured Candidate Tail estimate.
pallas_20260308_mayor_all,undecided,undecided,,,,Undecided,4,25.1%,0.251,Published undecided response; retained separately from poll residuals.
pallas_20260308_mayor_decided,candidate-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,1,47.4%,0.474,
pallas_20260308_mayor_decided,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,2,38.4%,0.384,
pallas_20260308_mayor_decided,other,other,,,,Another Candidate,3,14.2%,0.142,Published poll residual; not an Unmeasured Candidate Tail estimate.
pallas_20260308_mayor_ford_all,candidate-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,1,35.8%,0.358,
pallas_20260308_mayor_ford_all,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,2,21.6%,0.216,
pallas_20260308_mayor_ford_all,candidate-michael-ford,candidate,michael-ford,Michael Ford,individually_published,Michael Ford,3,17%,0.17,
pallas_20260308_mayor_ford_all,other,other,,,,Another Candidate,4,6.4%,0.064,Published poll residual; not an Unmeasured Candidate Tail estimate.
pallas_20260308_mayor_ford_all,undecided,undecided,,,,Undecided,5,19.2%,0.192,Published undecided response; retained separately from poll residuals.
pallas_20260308_mayor_ford_decided,candidate-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,1,44.3%,0.443,
pallas_20260308_mayor_ford_decided,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,2,26.3%,0.263,
pallas_20260308_mayor_ford_decided,candidate-michael-ford,candidate,michael-ford,Michael Ford,individually_published,Michael Ford,3,21.4%,0.214,
pallas_20260308_mayor_ford_decided,other,other,,,,Another Candidate,4,7.9%,0.079,Published poll residual; not an Unmeasured Candidate Tail estimate.
liaison_20260412_13_mayor_all,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Bradford,1,26%,0.26,option_order is published table row order only; it is not asserted to be IVR presentation order.
liaison_20260412_13_mayor_all,candidate-chow,candidate,chow,Olivia Chow,individually_published,Chow,2,34%,0.34,option_order is published table row order only; it is not asserted to be IVR presentation order.
liaison_20260412_13_mayor_all,candidate-furey,candidate,furey,Anthony Furey,individually_published,Furey,3,8%,0.08,option_order is published table row order only; it is not asserted to be IVR presentation order.
liaison_20260412_13_mayor_all,someone-else,other,,,,Someone Else,4,6%,0.06,"Someone Else is a published response, not an Unmeasured Candidate Tail estimate. option_order is table row order only."
liaison_20260412_13_mayor_all,undecided,undecided,,,,Undecided,5,26%,0.26,option_order is published table row order only; it is not asserted to be IVR presentation order.
liaison_20260412_13_mayor_decided_leaning,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Bradford,1,35%,0.35,option_order is published table row order only; it is not asserted to be IVR presentation order.
liaison_20260412_13_mayor_decided_leaning,candidate-chow,candidate,chow,Olivia Chow,individually_published,Chow,2,46%,0.46,option_order is published table row order only; it is not asserted to be IVR presentation order.
liaison_20260412_13_mayor_decided_leaning,candidate-furey,candidate,furey,Anthony Furey,individually_published,Furey,3,11%,0.11,option_order is published table row order only; it is not asserted to be IVR presentation order.
liaison_20260412_13_mayor_decided_leaning,someone-else,other,,,,Someone Else,4,8%,0.08,"Someone Else is a published response, not an Unmeasured Candidate Tail estimate. option_order is table row order only."
liaison_20260510_11_mayor_unlabelled_all_field,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Bradford,1,28%,0.28,option_order is published table row order only; it is not asserted to be IVR presentation order.
liaison_20260510_11_mayor_unlabelled_all_field,candidate-chow,candidate,chow,Olivia Chow,individually_published,Chow,2,38%,0.38,option_order is published table row order only; it is not asserted to be IVR presentation order.
liaison_20260510_11_mayor_unlabelled_all_field,someone-else,other,,,,Someone Else,3,9%,0.09,"Someone Else is a published response, not an Unmeasured Candidate Tail estimate. option_order is table row order only."
liaison_20260510_11_mayor_unlabelled_all_field,undecided,undecided,,,,Undecided,4,24%,0.24,Displayed shares sum to 99% because of source rounding. option_order is published table row order only; it is not asserted to be IVR presentation order.
liaison_20260510_11_mayor_decided_leaning,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Bradford,1,37%,0.37,option_order is published table row order only; it is not asserted to be IVR presentation order.
liaison_20260510_11_mayor_decided_leaning,candidate-chow,candidate,chow,Olivia Chow,individually_published,Chow,2,50%,0.50,option_order is published table row order only; it is not asserted to be IVR presentation order.
liaison_20260510_11_mayor_decided_leaning,someone-else,other,,,,Someone Else,3,13%,0.13,"Someone Else is a published response, not an Unmeasured Candidate Tail estimate. option_order is table row order only."
mainstreet_20260618_mayor_raw,candidate-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,1,35.0%,0.35,
mainstreet_20260618_mayor_raw,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,2,30.5%,0.305,
mainstreet_20260618_mayor_raw,other,other,,,,Someone Else,3,13.1%,0.131,Published poll residual; not an Unmeasured Candidate Tail estimate.
mainstreet_20260618_mayor_raw,undecided,undecided,,,,Undecided,4,21.4%,0.214,Published undecided response; retained separately from poll residuals.
mainstreet_20260618_mayor_leaning,candidate-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,1,36.2%,0.362,
mainstreet_20260618_mayor_leaning,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,2,31.4%,0.314,
mainstreet_20260618_mayor_leaning,other,other,,,,Someone Else,3,15.5%,0.155,Published poll residual; not an Unmeasured Candidate Tail estimate.
mainstreet_20260618_mayor_leaning,undecided,undecided,,,,Undecided,4,17.0%,0.17,Published undecided response; retained separately from poll residuals.
mainstreet_20260618_mayor_decided,candidate-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,1,43.6%,0.436,
mainstreet_20260618_mayor_decided,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,2,37.8%,0.378,
mainstreet_20260618_mayor_decided,other,other,,,,Someone Else,3,18.6%,0.186,Published poll residual; not an Unmeasured Candidate Tail estimate.
mainstreet_20260618_mayor_forced_two_way,candidate-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,1,48.1%,0.481,
mainstreet_20260618_mayor_forced_two_way,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,2,51.9%,0.519,
liaison_20260628_30_mayor_all,candidate-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,1,40,0.40,option_order is published table row order only; it is not asserted to be questionnaire presentation order.
liaison_20260628_30_mayor_all,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,2,32,0.32,option_order is published table row order only; it is not asserted to be questionnaire presentation order.
liaison_20260628_30_mayor_all,someone-else,other,,,,Someone else,3,8,0.08,"Someone else is a published poll response, not an Unmeasured Candidate Tail estimate. option_order is published table row order only."
liaison_20260628_30_mayor_all,undecided,undecided,,,,Undecided,4,20,0.20,Undecided is retained separately from candidate support; option_order is published table row order only.
liaison_20260628_30_mayor_decided,candidate-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,1,49,0.49,option_order is published table row order only; it is not asserted to be questionnaire presentation order.
liaison_20260628_30_mayor_decided,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,2,40,0.40,option_order is published table row order only; it is not asserted to be questionnaire presentation order.
liaison_20260628_30_mayor_decided,someone-else,other,,,,Someone else,3,10,0.10,"Someone else is a published poll response, not an Unmeasured Candidate Tail estimate. Published shares total 99% because of rounding; option_order is published table row order only."
liaison_20260724_26_mayor_all,candidate-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,1,39,0.39,option_order is published table row order only; it is not asserted to be questionnaire presentation order.
liaison_20260724_26_mayor_all,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,2,33,0.33,option_order is published table row order only; it is not asserted to be questionnaire presentation order.
liaison_20260724_26_mayor_all,someone-else,other,,,,Someone Else,3,8,0.08,"Someone Else is a published poll response, not an Unmeasured Candidate Tail estimate. Source capitalization is preserved; option_order is published table row order only."
liaison_20260724_26_mayor_all,undecided,undecided,,,,Undecided,4,20,0.20,Undecided is retained separately from candidate support; option_order is published table row order only.
liaison_20260724_26_mayor_decided_leaning,candidate-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,1,49,0.49,option_order is published table row order only; it is not asserted to be questionnaire presentation order.
liaison_20260724_26_mayor_decided_leaning,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,2,41,0.41,option_order is published table row order only; it is not asserted to be questionnaire presentation order.
liaison_20260724_26_mayor_decided_leaning,someone-else,other,,,,Someone Else,3,10,0.10,"Someone Else is a published poll response, not an Unmeasured Candidate Tail estimate. Source capitalization is preserved; option_order is published table row order only."
forum_20260729_mayor_primary,candidate-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,1,48,0.48,
forum_20260729_mayor_primary,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,2,36,0.36,Detailed table token preserved; release prose says 35%.
forum_20260729_mayor_primary,other,other,,,,Someone else,3,17,0.17,Published poll residual; not an Unmeasured Candidate Tail estimate.
forum_20260729_mayor_alexander,candidate-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,1,47,0.47,
forum_20260729_mayor_alexander,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,2,32,0.32,
forum_20260729_mayor_alexander,candidate-alexander,candidate,alexander,Chris Alexander,individually_published,Chris Alexander,3,11,0.11,
forum_20260729_mayor_alexander,other,other,,,,Someone else,4,10,0.10,Published poll residual; detailed table token preserved while release prose says 11%. Not an Unmeasured Candidate Tail estimate.
liaison_20260804_05_mayor_all,candidate-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,1,38,0.38,option_order is published table row order only; it is not asserted to be questionnaire presentation order.
liaison_20260804_05_mayor_all,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,2,32,0.32,option_order is published table row order only; it is not asserted to be questionnaire presentation order.
liaison_20260804_05_mayor_all,candidate-alexander,candidate,alexander,Chris Alexander,individually_published,Chris Alexander,3,8,0.08,option_order is published table row order only; it is not asserted to be questionnaire presentation order.
liaison_20260804_05_mayor_all,someone-else,other,,,,Someone else,4,3,0.03,"Someone else is a published poll response, not an Unmeasured Candidate Tail estimate. option_order is published table row order only."
liaison_20260804_05_mayor_all,undecided,undecided,,,,Undecided,5,20,0.20,Undecided is retained separately from candidate support. Published shares total 101% because of rounding; option_order is published table row order only.
liaison_20260804_05_mayor_decided_leaning,candidate-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,1,47,0.47,option_order is published table row order only; it is not asserted to be questionnaire presentation order.
liaison_20260804_05_mayor_decided_leaning,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,2,40,0.40,option_order is published table row order only; it is not asserted to be questionnaire presentation order.
liaison_20260804_05_mayor_decided_leaning,candidate-alexander,candidate,alexander,Chris Alexander,individually_published,Chris Alexander,3,10,0.10,option_order is published table row order only; it is not asserted to be questionnaire presentation order.
liaison_20260804_05_mayor_decided_leaning,someone-else,other,,,,Someone else,4,3,0.03,"Someone else is a published poll response, not an Unmeasured Candidate Tail estimate. option_order is published table row order only."
liaison_20260814_16_mayor_all,candidate-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,1,39,0.39,option_order is published table row order only; it is not asserted to be questionnaire presentation order.
liaison_20260814_16_mayor_all,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,2,30,0.30,option_order is published table row order only; it is not asserted to be questionnaire presentation order.
liaison_20260814_16_mayor_all,candidate-alexander,candidate,alexander,Chris Alexander,individually_published,Chris Alexander,3,9,0.09,option_order is published table row order only; it is not asserted to be questionnaire presentation order.
liaison_20260814_16_mayor_all,someone-else,other,,,,Someone Else,4,2,0.02,option_order is published table row order only; it is not asserted to be questionnaire presentation order.
liaison_20260814_16_mayor_all,undecided,undecided,,,,Undecided,5,19,0.19,option_order is published table row order only; it is not asserted to be questionnaire presentation order.
liaison_20260814_16_mayor_decided_leaning,candidate-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,1,49,0.49,option_order is published table row order only; it is not asserted to be questionnaire presentation order.
liaison_20260814_16_mayor_decided_leaning,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,2,38,0.38,option_order is published table row order only; it is not asserted to be questionnaire presentation order.
liaison_20260814_16_mayor_decided_leaning,candidate-alexander,candidate,alexander,Chris Alexander,individually_published,Chris Alexander,3,11,0.11,option_order is published table row order only; it is not asserted to be questionnaire presentation order.
liaison_20260814_16_mayor_decided_leaning,someone-else,other,,,,Someone Else,4,3,0.03,option_order is published table row order only; it is not asserted to be questionnaire presentation order.
