year,ward,candidate,votes
2023,10,Lamoureux Michael,2
2023,10,Langenfeld Kris,5
2023,10,Lee Rick,12
2023,10,LeLiever Mark,11
2023,10,Letonja John,1
2023,10,MacLeod Norman,2
2023,10,Mammoliti Giorgio,17
2023,10,Mann Steve,5
2023,10,Marshall Cleveland,3
2023,10,Matlow Josh,1406
2023,10,Mohee Faizul,3
2023,10,Murphy Bob,4
2023,10,Nicula Michael,0
2023,10,Nowwarah Jamil,2
2023,10,Perruzza Anthony,19
2023,10,Ransome John,2
2023,10,Renée D!ONNE,7
2023,10,Reodica Willie,1
2023,10,Rubino Walter,1
2023,10,Saccoccia Chris,250
2023,10,Sanders Lyall,68
2023,10,Saunders Mark,2086
2023,10,Schipano Rocco,2
2023,10,Shusterman Robert,3
2023,10,Singh Knia,13
2023,10,Singh Partap Dua,3
2023,10,Sivaneswaran Raksheni,1
2023,10,Sniedzins Erwin,3
2023,10,Srivastava Sandeep,5
2023,10,Straus Meir,1
2023,10,Tang Weizhen,5
2023,10,Toye Mitchell,2
2023,10,Tull Reginald,6
2023,10,Tunney Jeffery,4
2023,10,Vadivelu Kiri,4
2023,10,Weenen Jack,0
2023,10,Wei Yuanqian,1
2023,10,Williams Jody,3
2023,10,Winter John,2
2023,10,Yan Nathalie Xian Yi,6
2023,11,Abdulsalam Bahira,25
2023,11,Acquaye Emmanuel,7
2023,11,Acton Blake,9
2023,11,Ahmed Sharif,5
2023,11,Alam Asadul,5
2023,11,Allan Gru Jesse,10
2023,11,Aly Atef,1
2023,11,Apostolopoulos Dionysios,11
2023,11,Atkinson Darren,4
2023,11,Atkinson Jamie,5
2023,11,Bailão Ana,10188
2023,11,Baking Jose,4
2023,11,Bankas Ben,9
2023,11,Beals Claudette,11
2023,11,Benway Glen,0
2023,11,Bonilla Eliazar,9
2023,11,Bradford Brad,330
2023,11,Brown Chloe,1231
2023,11,Buffey Brian,4
2023,11,Caesar-Chavannes Celina,3
2023,11,Carrie Mason,5
2023,11,Chan Roland,12
2023,11,Charlton Matti,4
2023,11,Chevalier Romero Danny,12
2023,11,Chow Olivia,16307
2023,11,Choy Logan,25
2023,11,Clarke Kevin,5
2023,11,Climenhaga Sarah,9
2023,11,Cohen Gordon,2
2023,11,Collins Paul,2
2023,11,D'Amico Frank,4
2023,11,D'Angelo Frank,10
2023,11,Davis Rob,12
2023,11,D'Cruze Phillip,1
2023,11,Deb Samson,2
2023,11,Desai Habiba,0
2023,11,Deville Cory,4
2023,11,Fenby Simryn,2
2023,11,Forrester Monica,7
2023,11,Furey Anthony,1191
2023,11,Furnival Scott,3
2023,11,Gamk Isabella,5
2023,11,Gao Feng,5
2023,11,Gong Xiao Hua,48
2023,11,Goraya Adil,2
2023,11,Graff Brian,4
2023,11,Grosman Ari,4
2023,11,Guglielmin James,2
2023,11,Gulyas David,3
2023,11,Hall Thomas,4
2023,11,Handjis Peter,4
2023,11,He Heather,5
2023,11,Heaps Toby,23
2023,11,Hossain Monowar,2
2023,11,Hunter Mitzie,686
2023,11,Igodan Sheila,0
2023,11,Irmya Daniel,0
2023,11,Jaffery Syed,1
2023,11,Jensen Michael,0
2023,11,Johnston Patricia,6
2023,11,Khan Walayat,0
2023,11,Korovitsyn Serge,1
2023,11,Lamoureux Michael,2
2023,11,Langenfeld Kris,1
2023,11,Lee Rick,8
2023,11,LeLiever Mark,2
2023,11,Letonja John,2
2023,11,MacLeod Norman,3
2023,11,Mammoliti Giorgio,16
2023,11,Mann Steve,3
2023,11,Marshall Cleveland,5
2023,11,Matlow Josh,2243
2023,11,Mohee Faizul,4
2023,11,Murphy Bob,3
2023,11,Nicula Michael,0
2023,11,Nowwarah Jamil,0
2023,11,Perruzza Anthony,16
2023,11,Ransome John,0
2023,11,Renée D!ONNE,5
2023,11,Reodica Willie,1
2023,11,Rubino Walter,1
2023,11,Saccoccia Chris,190
2023,11,Sanders Lyall,58
2023,11,Saunders Mark,1883
2023,11,Schipano Rocco,3
2023,11,Shusterman Robert,2
2023,11,Singh Knia,5
2023,11,Singh Partap Dua,1
2023,11,Sivaneswaran Raksheni,0
2023,11,Sniedzins Erwin,1
2023,11,Srivastava Sandeep,0
2023,11,Straus Meir,4
2023,11,Tang Weizhen,5
2023,11,Toye Mitchell,4
2023,11,Tull Reginald,4
2023,11,Tunney Jeffery,0
2023,11,Vadivelu Kiri,13
2023,11,Weenen Jack,4
2023,11,Wei Yuanqian,3
2023,11,Williams Jody,3
2023,11,Winter John,3
2023,11,Yan Nathalie Xian Yi,8
2023,12,Abdulsalam Bahira,12
2023,12,Acquaye Emmanuel,5
2023,12,Acton Blake,3
2023,12,Ahmed Sharif,6
2023,12,Alam Asadul,5
2023,12,Allan Gru Jesse,14
2023,12,Aly Atef,0
2023,12,Apostolopoulos Dionysios,44
2023,12,Atkinson Darren,5
2023,12,Atkinson Jamie,11
2023,12,Bailão Ana,12165
2023,12,Baking Jose,9
2023,12,Bankas Ben,7
2023,12,Beals Claudette,7
2023,12,Benway Glen,6
2023,12,Bonilla Eliazar,6
2023,12,Bradford Brad,323
2023,12,Brown Chloe,929
2023,12,Buffey Brian,5
2023,12,Caesar-Chavannes Celina,5
2023,12,Carrie Mason,1
2023,12,Chan Roland,12
2023,12,Charlton Matti,3
2023,12,Chevalier Romero Danny,8
2023,12,Chow Olivia,13468
2023,12,Choy Logan,27
2023,12,Clarke Kevin,8
2023,12,Climenhaga Sarah,24
2023,12,Cohen Gordon,8
2023,12,Collins Paul,4
2023,12,D'Amico Frank,16
2023,12,D'Angelo Frank,7
2023,12,Davis Rob,19
2023,12,D'Cruze Phillip,1
2023,12,Deb Samson,2
2023,12,Desai Habiba,1
2023,12,Deville Cory,7
2023,12,Fenby Simryn,8
2023,12,Forrester Monica,12
2023,12,Furey Anthony,1614
2023,12,Furnival Scott,3
2023,12,Gamk Isabella,3
2023,12,Gao Feng,2
2023,12,Gong Xiao Hua,60
2023,12,Goraya Adil,5
2023,12,Graff Brian,4
2023,12,Grosman Ari,12
2023,12,Guglielmin James,2
2023,12,Gulyas David,8
2023,12,Hall Thomas,6
2023,12,Handjis Peter,4
2023,12,He Heather,2
2023,12,Heaps Toby,24
2023,12,Hossain Monowar,4
2023,12,Hunter Mitzie,704
2023,12,Igodan Sheila,0
2023,12,Irmya Daniel,0
2023,12,Jaffery Syed,1
2023,12,Jensen Michael,2
2023,12,Johnston Patricia,6
2023,12,Khan Walayat,3
2023,12,Korovitsyn Serge,1
2023,12,Lamoureux Michael,3
2023,12,Langenfeld Kris,3
2023,12,Lee Rick,3
2023,12,LeLiever Mark,4
2023,12,Letonja John,1
2023,12,MacLeod Norman,8
2023,12,Mammoliti Giorgio,17
2023,12,Mann Steve,5
2023,12,Marshall Cleveland,27
2023,12,Matlow Josh,7738
2023,12,Mohee Faizul,7
2023,12,Murphy Bob,12
2023,12,Nicula Michael,4
2023,12,Nowwarah Jamil,0
2023,12,Perruzza Anthony,26
2023,12,Ransome John,0
2023,12,Renée D!ONNE,8
2023,12,Reodica Willie,0
2023,12,Rubino Walter,1
2023,12,Saccoccia Chris,214
2023,12,Sanders Lyall,90
2023,12,Saunders Mark,2232
2023,12,Schipano Rocco,0
2023,12,Shusterman Robert,5
2023,12,Singh Knia,0
2023,12,Singh Partap Dua,5
2023,12,Sivaneswaran Raksheni,2
2023,12,Sniedzins Erwin,0
2023,12,Srivastava Sandeep,0
2023,12,Straus Meir,7
2023,12,Tang Weizhen,5
2023,12,Toye Mitchell,2
2023,12,Tull Reginald,10
2023,12,Tunney Jeffery,5
2023,12,Vadivelu Kiri,10
2023,12,Weenen Jack,2
2023,12,Wei Yuanqian,5
2023,12,Williams Jody,6
2023,12,Winter John,5
2023,12,Yan Nathalie Xian Yi,4
2023,13,Abdulsalam Bahira,35
2023,13,Acquaye Emmanuel,10
2023,13,Acton Blake,14
2023,13,Ahmed Sharif,25
2023,13,Alam Asadul,10
2023,13,Allan Gru Jesse,26
2023,13,Aly Atef,5
2023,13,Apostolopoulos Dionysios,9
2023,13,Atkinson Darren,9
2023,13,Atkinson Jamie,7
2023,13,Bailão Ana,6498
2023,13,Baking Jose,6
2023,13,Bankas Ben,17
2023,13,Beals Claudette,9
2023,13,Benway Glen,8
2023,13,Bonilla Eliazar,8
2023,13,Bradford Brad,371
2023,13,Brown Chloe,1420
2023,13,Buffey Brian,4
2023,13,Caesar-Chavannes Celina,15
2023,13,Carrie Mason,1
2023,13,Chan Roland,22
2023,13,Charlton Matti,14
2023,13,Chevalier Romero Danny,11
2023,13,Chow Olivia,17142
2023,13,Choy Logan,32
2023,13,Clarke Kevin,11
2023,13,Climenhaga Sarah,9
2023,13,Cohen Gordon,4
2023,13,Collins Paul,5
2023,13,D'Amico Frank,7
2023,13,D'Angelo Frank,7
2023,13,Davis Rob,16
2023,13,D'Cruze Phillip,1
2023,13,Deb Samson,7
2023,13,Desai Habiba,5
2023,13,Deville Cory,2
2023,13,Fenby Simryn,0
2023,13,Forrester Monica,18
2023,13,Furey Anthony,950
2023,13,Furnival Scott,2
2023,13,Gamk Isabella,6
2023,13,Gao Feng,8
2023,13,Gong Xiao Hua,62
2023,13,Goraya Adil,3
2023,13,Graff Brian,4
2023,13,Grosman Ari,5
2023,13,Guglielmin James,1
2023,13,Gulyas David,5
2023,13,Hall Thomas,6
2023,13,Handjis Peter,2
2023,13,He Heather,1
2023,13,Heaps Toby,29
2023,13,Hossain Monowar,12
2023,13,Hunter Mitzie,781
2023,13,Igodan Sheila,1
2023,13,Irmya Daniel,5
2023,13,Jaffery Syed,8
2023,13,Jensen Michael,4
2023,13,Johnston Patricia,9
2023,13,Khan Walayat,6
2023,13,Korovitsyn Serge,5
2023,13,Lamoureux Michael,6
2023,13,Langenfeld Kris,8
2023,13,Lee Rick,7
2023,13,LeLiever Mark,9
2023,13,Letonja John,2
2023,13,MacLeod Norman,9
2023,13,Mammoliti Giorgio,19
2023,13,Mann Steve,2
2023,13,Marshall Cleveland,28
2023,13,Matlow Josh,1590
2023,13,Mohee Faizul,2
2023,13,Murphy Bob,7
2023,13,Nicula Michael,5
2023,13,Nowwarah Jamil,1
2023,13,Perruzza Anthony,16
2023,13,Ransome John,3
2023,13,Renée D!ONNE,6
2023,13,Reodica Willie,3
2023,13,Rubino Walter,2
2023,13,Saccoccia Chris,209
2023,13,Sanders Lyall,79
2023,13,Saunders Mark,1545
2023,13,Schipano Rocco,4
2023,13,Shusterman Robert,1
2023,13,Singh Knia,11
2023,13,Singh Partap Dua,3
2023,13,Sivaneswaran Raksheni,13
2023,13,Sniedzins Erwin,1
2023,13,Srivastava Sandeep,5
2023,13,Straus Meir,2
2023,13,Tang Weizhen,3
2023,13,Toye Mitchell,3
2023,13,Tull Reginald,10
2023,13,Tunney Jeffery,7
2023,13,Vadivelu Kiri,19
2023,13,Weenen Jack,0
2023,13,Wei Yuanqian,0
2023,13,Williams Jody,11
2023,13,Winter John,4
2023,13,Yan Nathalie Xian Yi,7
2023,14,Abdulsalam Bahira,28
2023,14,Acquaye Emmanuel,4
2023,14,Acton Blake,16
2023,14,Ahmed Sharif,20
2023,14,Alam Asadul,7
2023,14,Allan Gru Jesse,10
2023,14,Aly Atef,5
2023,14,Apostolopoulos Dionysios,116
2023,14,Atkinson Darren,13
2023,14,Atkinson Jamie,10
2023,14,Bailão Ana,9180
2023,14,Baking Jose,8
2023,14,Bankas Ben,8
2023,14,Beals Claudette,5
2023,14,Benway Glen,2
2023,14,Bonilla Eliazar,17
2023,14,Bradford Brad,552
2023,14,Brown Chloe,1017
2023,14,Buffey Brian,4
2023,14,Caesar-Chavannes Celina,11
2023,14,Carrie Mason,7
2023,14,Chan Roland,26
2023,14,Charlton Matti,7
2023,14,Chevalier Romero Danny,10
2023,14,Chow Olivia,19560
2023,14,Choy Logan,31
2023,14,Clarke Kevin,16
2023,14,Climenhaga Sarah,3
2023,14,Cohen Gordon,5
2023,14,Collins Paul,4
2023,14,D'Amico Frank,3
2023,14,D'Angelo Frank,9
2023,14,Davis Rob,9
2023,14,D'Cruze Phillip,2
2023,14,Deb Samson,2
2023,14,Desai Habiba,10
2023,14,Deville Cory,4
2023,14,Fenby Simryn,3
2023,14,Forrester Monica,12
2023,14,Furey Anthony,1265
2023,14,Furnival Scott,4
2023,14,Gamk Isabella,1
2023,14,Gao Feng,6
2023,14,Gong Xiao Hua,99
2023,14,Goraya Adil,2
2023,14,Graff Brian,3
2023,14,Grosman Ari,4
2023,14,Guglielmin James,4
2023,14,Gulyas David,6
2023,14,Hall Thomas,10
2023,14,Handjis Peter,32
2023,14,He Heather,3
2023,14,Heaps Toby,35
2023,14,Hossain Monowar,4
2023,14,Hunter Mitzie,1090
2023,14,Igodan Sheila,1
2023,14,Irmya Daniel,0
2023,14,Jaffery Syed,2
2023,14,Jensen Michael,2
2023,14,Johnston Patricia,10
2023,14,Khan Walayat,4
2023,14,Korovitsyn Serge,2
2023,14,Lamoureux Michael,11
2023,14,Langenfeld Kris,1
2023,14,Lee Rick,12
2023,14,LeLiever Mark,13
2023,14,Letonja John,2
2023,14,MacLeod Norman,8
2023,14,Mammoliti Giorgio,41
2023,14,Mann Steve,7
2023,14,Marshall Cleveland,10
2023,14,Matlow Josh,1972
2023,14,Mohee Faizul,1
2023,14,Murphy Bob,5
2023,14,Nicula Michael,4
2023,14,Nowwarah Jamil,1
2023,14,Perruzza Anthony,26
2023,14,Ransome John,2
2023,14,Renée D!ONNE,7
2023,14,Reodica Willie,4
2023,14,Rubino Walter,1
2023,14,Saccoccia Chris,293
2023,14,Sanders Lyall,78
2023,14,Saunders Mark,1750
2023,14,Schipano Rocco,3
2023,14,Shusterman Robert,3
2023,14,Singh Knia,10
2023,14,Singh Partap Dua,2
2023,14,Sivaneswaran Raksheni,0
2023,14,Sniedzins Erwin,4
2023,14,Srivastava Sandeep,4
2023,14,Straus Meir,4
2023,14,Tang Weizhen,5
2023,14,Toye Mitchell,1
2023,14,Tull Reginald,34
2023,14,Tunney Jeffery,5
2023,14,Vadivelu Kiri,6
2023,14,Weenen Jack,0
2023,14,Wei Yuanqian,1
2023,14,Williams Jody,3
2023,14,Winter John,5
2023,14,Yan Nathalie Xian Yi,8
2023,15,Abdulsalam Bahira,100
2023,15,Acquaye Emmanuel,4
2023,15,Acton Blake,6
2023,15,Ahmed Sharif,42
2023,15,Alam Asadul,4
2023,15,Allan Gru Jesse,8
2023,15,Aly Atef,4
2023,15,Apostolopoulos Dionysios,20
2023,15,Atkinson Darren,8
2023,15,Atkinson Jamie,12
2023,15,Bailão Ana,13299
2023,15,Baking Jose,10
2023,15,Bankas Ben,8
2023,15,Beals Claudette,6
2023,15,Benway Glen,3
2023,15,Bonilla Eliazar,9
2023,15,Bradford Brad,339
2023,15,Brown Chloe,442
2023,15,Buffey Brian,2
2023,15,Caesar-Chavannes Celina,5
2023,15,Carrie Mason,2
2023,15,Chan Roland,18
2023,15,Charlton Matti,1
2023,15,Chevalier Romero Danny,9
2023,15,Chow Olivia,8067
2023,15,Choy Logan,16
2023,15,Clarke Kevin,3
2023,15,Climenhaga Sarah,5
2023,15,Cohen Gordon,10
2023,15,Collins Paul,4
2023,15,D'Amico Frank,4
2023,15,D'Angelo Frank,3
2023,15,Davis Rob,14
2023,15,D'Cruze Phillip,1
2023,15,Deb Samson,1
2023,15,Desai Habiba,14
2023,15,Deville Cory,3
2023,15,Fenby Simryn,6
2023,15,Forrester Monica,3
2023,15,Furey Anthony,1496
2023,15,Furnival Scott,4
2023,15,Gamk Isabella,2
2023,15,Gao Feng,9
2023,15,Gong Xiao Hua,73
2023,15,Goraya Adil,0
2023,15,Graff Brian,3
2023,15,Grosman Ari,2
2023,15,Guglielmin James,0
2023,15,Gulyas David,5
2023,15,Hall Thomas,1
2023,15,Handjis Peter,4
2023,15,He Heather,7
2023,15,Heaps Toby,25
2023,15,Hossain Monowar,6
2023,15,Hunter Mitzie,547
2023,15,Igodan Sheila,0
2023,15,Irmya Daniel,0
2023,15,Jaffery Syed,31
2023,15,Jensen Michael,4
2023,15,Johnston Patricia,9
2023,15,Khan Walayat,3
2023,15,Korovitsyn Serge,2
2023,15,Lamoureux Michael,1
2023,15,Langenfeld Kris,2
2023,15,Lee Rick,8
2023,15,LeLiever Mark,11
2023,15,Letonja John,1
2023,15,MacLeod Norman,4
2023,15,Mammoliti Giorgio,10
2023,15,Mann Steve,2
2023,15,Marshall Cleveland,9
2023,15,Matlow Josh,2528
2023,15,Mohee Faizul,5
2023,15,Murphy Bob,7
2023,15,Nicula Michael,0
2023,15,Nowwarah Jamil,1
2023,15,Perruzza Anthony,18
2023,15,Ransome John,0
2023,15,Renée D!ONNE,5
2023,15,Reodica Willie,5
2023,15,Rubino Walter,1
2023,15,Saccoccia Chris,185
2023,15,Sanders Lyall,97
2023,15,Saunders Mark,3155
2023,15,Schipano Rocco,2
2023,15,Shusterman Robert,5
2023,15,Singh Knia,5
2023,15,Singh Partap Dua,1
2023,15,Sivaneswaran Raksheni,1
2023,15,Sniedzins Erwin,0
2023,15,Srivastava Sandeep,2
2023,15,Straus Meir,5
2023,15,Tang Weizhen,0
2023,15,Toye Mitchell,2
2023,15,Tull Reginald,4
2023,15,Tunney Jeffery,4
2023,15,Vadivelu Kiri,1
2023,15,Weenen Jack,3
2023,15,Wei Yuanqian,2
2023,15,Williams Jody,9
2023,15,Winter John,4
2023,15,Yan Nathalie Xian Yi,5
2023,16,Abdulsalam Bahira,68
2023,16,Acquaye Emmanuel,8
2023,16,Acton Blake,13
2023,16,Ahmed Sharif,49
2023,16,Alam Asadul,4
2023,16,Allan Gru Jesse,15
2023,16,Aly Atef,13
2023,16,Apostolopoulos Dionysios,39
2023,16,Atkinson Darren,3
2023,16,Atkinson Jamie,13
2023,16,Bailão Ana,7373
2023,16,Baking Jose,7
2023,16,Bankas Ben,5
2023,16,Beals Claudette,8
2023,16,Benway Glen,1
2023,16,Bonilla Eliazar,10
2023,16,Bradford Brad,339
2023,16,Brown Chloe,488
2023,16,Buffey Brian,2
2023,16,Caesar-Chavannes Celina,3
2023,16,Carrie Mason,5
2023,16,Chan Roland,14
2023,16,Charlton Matti,2
2023,16,Chevalier Romero Danny,8
2023,16,Chow Olivia,7358
2023,16,Choy Logan,34
2023,16,Clarke Kevin,11
2023,16,Climenhaga Sarah,8
2023,16,Cohen Gordon,9
2023,16,Collins Paul,7
2023,16,D'Amico Frank,2
2023,16,D'Angelo Frank,8
2023,16,Davis Rob,9
2023,16,D'Cruze Phillip,7
2023,16,Deb Samson,5
2023,16,Desai Habiba,21
2023,16,Deville Cory,5
2023,16,Fenby Simryn,5
2023,16,Forrester Monica,19
2023,16,Furey Anthony,1340
2023,16,Furnival Scott,6
2023,16,Gamk Isabella,9
2023,16,Gao Feng,6
2023,16,Gong Xiao Hua,112
2023,16,Goraya Adil,6
2023,16,Graff Brian,4
2023,16,Grosman Ari,7
2023,16,Guglielmin James,6
2023,16,Gulyas David,2
2023,16,Hall Thomas,13
2023,16,Handjis Peter,8
2023,16,He Heather,8
2023,16,Heaps Toby,21
2023,16,Hossain Monowar,3
2023,16,Hunter Mitzie,602
2023,16,Igodan Sheila,1
2023,16,Irmya Daniel,0
2023,16,Jaffery Syed,6
2023,16,Jensen Michael,8
2023,16,Johnston Patricia,12
2023,16,Khan Walayat,5
2023,16,Korovitsyn Serge,3
2023,16,Lamoureux Michael,7
2023,16,Langenfeld Kris,2
2023,16,Lee Rick,4
2023,16,LeLiever Mark,14
2023,16,Letonja John,2
2023,16,MacLeod Norman,6
2023,16,Mammoliti Giorgio,18
2023,16,Mann Steve,6
2023,16,Marshall Cleveland,14
2023,16,Matlow Josh,938
2023,16,Mohee Faizul,6
2023,16,Murphy Bob,9
2023,16,Nicula Michael,4
2023,16,Nowwarah Jamil,0
2023,16,Perruzza Anthony,22
2023,16,Ransome John,4
2023,16,Renée D!ONNE,8
2023,16,Reodica Willie,7
2023,16,Rubino Walter,6
2023,16,Saccoccia Chris,326
2023,16,Sanders Lyall,121
2023,16,Saunders Mark,2155
2023,16,Schipano Rocco,4
2023,16,Shusterman Robert,0
2023,16,Singh Knia,4
2023,16,Singh Partap Dua,3
2023,16,Sivaneswaran Raksheni,10
2023,16,Sniedzins Erwin,4
2023,16,Srivastava Sandeep,9
2023,16,Straus Meir,2
2023,16,Tang Weizhen,4
2023,16,Toye Mitchell,0
2023,16,Tull Reginald,23
2023,16,Tunney Jeffery,5
2023,16,Vadivelu Kiri,7
2023,16,Weenen Jack,0
2023,16,Wei Yuanqian,3
2023,16,Williams Jody,8
2023,16,Winter John,4
2023,16,Yan Nathalie Xian Yi,3
2023,17,Abdulsalam Bahira,30
2023,17,Acquaye Emmanuel,13
2023,17,Acton Blake,9
2023,17,Ahmed Sharif,18
2023,17,Alam Asadul,5
2023,17,Allan Gru Jesse,7
2023,17,Aly Atef,5
2023,17,Apostolopoulos Dionysios,27
2023,17,Atkinson Darren,8
2023,17,Atkinson Jamie,22
2023,17,Bailão Ana,8625
2023,17,Baking Jose,11
2023,17,Bankas Ben,9
2023,17,Beals Claudette,4
2023,17,Benway Glen,1
2023,17,Bonilla Eliazar,9
2023,17,Bradford Brad,273
2023,17,Brown Chloe,444
2023,17,Buffey Brian,5
2023,17,Caesar-Chavannes Celina,4
2023,17,Carrie Mason,3
2023,17,Chan Roland,26
2023,17,Charlton Matti,6
2023,17,Chevalier Romero Danny,10
2023,17,Chow Olivia,8381
2023,17,Choy Logan,18
2023,17,Clarke Kevin,6
2023,17,Climenhaga Sarah,3
2023,17,Cohen Gordon,22
2023,17,Collins Paul,4
2023,17,D'Amico Frank,4
2023,17,D'Angelo Frank,11
2023,17,Davis Rob,14
2023,17,D'Cruze Phillip,2
2023,17,Deb Samson,6
2023,17,Desai Habiba,6
2023,17,Deville Cory,4
2023,17,Fenby Simryn,3
2023,17,Forrester Monica,4
2023,17,Furey Anthony,1457
2023,17,Furnival Scott,4
2023,17,Gamk Isabella,1
2023,17,Gao Feng,10
2023,17,Gong Xiao Hua,240
2023,17,Goraya Adil,1
2023,17,Graff Brian,4
2023,17,Grosman Ari,14
2023,17,Guglielmin James,5
2023,17,Gulyas David,6
2023,17,Hall Thomas,12
2023,17,Handjis Peter,2
2023,17,He Heather,43
2023,17,Heaps Toby,10
2023,17,Hossain Monowar,6
2023,17,Hunter Mitzie,602
2023,17,Igodan Sheila,1
2023,17,Irmya Daniel,0
2023,17,Jaffery Syed,2
2023,17,Jensen Michael,3
2023,17,Johnston Patricia,9
2023,17,Khan Walayat,3
2023,17,Korovitsyn Serge,2
2023,17,Lamoureux Michael,8
2023,17,Langenfeld Kris,1
2023,17,Lee Rick,20
2023,17,LeLiever Mark,14
2023,17,Letonja John,1
2023,17,MacLeod Norman,6
2023,17,Mammoliti Giorgio,26
2023,17,Mann Steve,4
2023,17,Marshall Cleveland,12
2023,17,Matlow Josh,785
2023,17,Mohee Faizul,9
2023,17,Murphy Bob,7
2023,17,Nicula Michael,3
2023,17,Nowwarah Jamil,2
2023,17,Perruzza Anthony,28
2023,17,Ransome John,2
2023,17,Renée D!ONNE,4
2023,17,Reodica Willie,4
2023,17,Rubino Walter,1
2023,17,Saccoccia Chris,244
2023,17,Sanders Lyall,78
2023,17,Saunders Mark,2878
2023,17,Schipano Rocco,3
2023,17,Shusterman Robert,3
2023,17,Singh Knia,7
2023,17,Singh Partap Dua,4
2023,17,Sivaneswaran Raksheni,16
2023,17,Sniedzins Erwin,1
2023,17,Srivastava Sandeep,9
2023,17,Straus Meir,3
2023,17,Tang Weizhen,8
2023,17,Toye Mitchell,4
2023,17,Tull Reginald,45
2023,17,Tunney Jeffery,1
2023,17,Vadivelu Kiri,9
2023,17,Weenen Jack,2
2023,17,Wei Yuanqian,5
2023,17,Williams Jody,3
2023,17,Winter John,5
2023,17,Yan Nathalie Xian Yi,13
2023,18,Abdulsalam Bahira,27
2023,18,Acquaye Emmanuel,6
2023,18,Acton Blake,7
2023,18,Ahmed Sharif,8
2023,18,Alam Asadul,4
2023,18,Allan Gru Jesse,9
2023,18,Aly Atef,7
2023,18,Apostolopoulos Dionysios,16
2023,18,Atkinson Darren,10
2023,18,Atkinson Jamie,19
2023,18,Bailão Ana,8244
2023,18,Baking Jose,7
2023,18,Bankas Ben,4
2023,18,Beals Claudette,2
2023,18,Benway Glen,2
2023,18,Bonilla Eliazar,13
2023,18,Bradford Brad,290
2023,18,Brown Chloe,343
2023,18,Buffey Brian,2
2023,18,Caesar-Chavannes Celina,7
2023,18,Carrie Mason,3
2023,18,Chan Roland,27
2023,18,Charlton Matti,3
2023,18,Chevalier Romero Danny,14
2023,18,Chow Olivia,8293
2023,18,Choy Logan,25
2023,18,Clarke Kevin,6
2023,18,Climenhaga Sarah,3
2023,18,Cohen Gordon,21
2023,18,Collins Paul,7
2023,18,D'Amico Frank,5
2023,18,D'Angelo Frank,13
2023,18,Davis Rob,17
2023,18,D'Cruze Phillip,1
2023,18,Deb Samson,6
2023,18,Desai Habiba,3
2023,18,Deville Cory,1
2023,18,Fenby Simryn,5
2023,18,Forrester Monica,11
2023,18,Furey Anthony,1417
2023,18,Furnival Scott,3
2023,18,Gamk Isabella,0
2023,18,Gao Feng,14
2023,18,Gong Xiao Hua,106
2023,18,Goraya Adil,2
2023,18,Graff Brian,7
2023,18,Grosman Ari,11
2023,18,Guglielmin James,3
2023,18,Gulyas David,4
2023,18,Hall Thomas,9
2023,18,Handjis Peter,3
2023,18,He Heather,27
2023,18,Heaps Toby,22
2023,18,Hossain Monowar,1
2023,18,Hunter Mitzie,473
2023,18,Igodan Sheila,3
2023,18,Irmya Daniel,1
2023,18,Jaffery Syed,4
2023,18,Jensen Michael,5
2023,18,Johnston Patricia,5
2023,18,Khan Walayat,2
2023,18,Korovitsyn Serge,14
2023,18,Lamoureux Michael,3
2023,18,Langenfeld Kris,7
2023,18,Lee Rick,23
2023,18,LeLiever Mark,12
2023,18,Letonja John,1
2023,18,MacLeod Norman,7
2023,18,Mammoliti Giorgio,20
2023,18,Mann Steve,3
2023,18,Marshall Cleveland,4
2023,18,Matlow Josh,960
2023,18,Mohee Faizul,6
2023,18,Murphy Bob,7
2023,18,Nicula Michael,4
2023,18,Nowwarah Jamil,1
2023,18,Perruzza Anthony,53
2023,18,Ransome John,0
2023,18,Renée D!ONNE,3
2023,18,Reodica Willie,4
2023,18,Rubino Walter,3
2023,18,Saccoccia Chris,190
2023,18,Sanders Lyall,96
2023,18,Saunders Mark,2680
2023,18,Schipano Rocco,3
2023,18,Shusterman Robert,6
2023,18,Singh Knia,4
2023,18,Singh Partap Dua,3
2023,18,Sivaneswaran Raksheni,3
2023,18,Sniedzins Erwin,2
2023,18,Srivastava Sandeep,3
2023,18,Straus Meir,9
2023,18,Tang Weizhen,4
2023,18,Toye Mitchell,1
2023,18,Tull Reginald,5
2023,18,Tunney Jeffery,2
2023,18,Vadivelu Kiri,3
2023,18,Weenen Jack,0
2023,18,Wei Yuanqian,6
2023,18,Williams Jody,7
2023,18,Winter John,4
2023,18,Yan Nathalie Xian Yi,9
2023,19,Abdulsalam Bahira,26
2023,19,Acquaye Emmanuel,9
2023,19,Acton Blake,10
2023,19,Ahmed Sharif,45
2023,19,Alam Asadul,12
2023,19,Allan Gru Jesse,8
2023,19,Aly Atef,2
2023,19,Apostolopoulos Dionysios,29
2023,19,Atkinson Darren,4
2023,19,Atkinson Jamie,13
2023,19,Bailão Ana,10429
2023,19,Baking Jose,11
2023,19,Bankas Ben,5
2023,19,Beals Claudette,4
2023,19,Benway Glen,1
2023,19,Bonilla Eliazar,6
2023,19,Bradford Brad,1723
2023,19,Brown Chloe,886
2023,19,Buffey Brian,6
2023,19,Caesar-Chavannes Celina,10
2023,19,Carrie Mason,2
2023,19,Chan Roland,16
