poll_reading_id,response_option_id,response_kind,candidate_id,candidate_name,candidate_observation_status,response_label,option_order,reported_value,share,notes
forum_2023_may26_decided_leaning,matlow,candidate,matlow,Josh Matlow,individually_published,Josh Matlow,3,12,0.12,Source-published percentage and label preserved exactly.
forum_2023_may26_decided_leaning,hunter,candidate,hunter,Mitzie Hunter,individually_published,Mitzie Hunter,4,9,0.09,Source-published percentage and label preserved exactly.
forum_2023_may26_decided_leaning,furey,candidate,furey,Anthony Furey,individually_published,Anthony Furey,5,9,0.09,Source-published percentage and label preserved exactly.
forum_2023_may26_decided_leaning,bailao,candidate,bailao,Ana Bailão,individually_published,Ana Bailao,6,9,0.09,Source-published percentage and label preserved exactly.
forum_2023_may26_decided_leaning,bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,7,5,0.05,Source-published percentage and label preserved exactly.
forum_2023_may26_decided_leaning,some_other_candidate,other,,,,Some other candidate,8,8,0.08,Source-published percentage and label preserved exactly.
forum_2023_may26_decided_leaning,brown,candidate,brown,Chloe Brown,offered_not_individually_published,Chloe Brown,,,,Candidate is printed in the same sample's all-respondent ballot table but omitted from this decided/leaning table; no value or row order is inferred.
forum_2023_may26_decided_leaning,toronto_2023:davis-rob,candidate,toronto_2023:davis-rob,Rob Davis,offered_not_individually_published,Rob Davis,,,,Candidate is printed in the same sample's all-respondent ballot table but omitted from this decided/leaning table; no value or row order is inferred.
forum_2023_may26_decided_leaning,toronto_2023:perruzza-anthony,candidate,toronto_2023:perruzza-anthony,Anthony Perruzza,offered_not_individually_published,Anthony Perruza,,,,Candidate is printed in the same sample's all-respondent ballot table but omitted from this decided/leaning table; no value or row order is inferred.
forum_2023_may26_decided_leaning,toronto_2023:mammoliti-giorgio,candidate,toronto_2023:mammoliti-giorgio,Giorgio Mammoliti,offered_not_individually_published,Giorgio Mammoliti,,,,Candidate is printed in the same sample's all-respondent ballot table but omitted from this decided/leaning table; no value or row order is inferred.
forum_2023_may26_decided_leaning,toronto_2023:caesar-chavannes-celina,candidate,toronto_2023:caesar-chavannes-celina,Celina Caesar-Chavannes,offered_not_individually_published,Celina Caesar-Chavannes,,,,Candidate is printed in the same sample's all-respondent ballot table but omitted from this decided/leaning table; no value or row order is inferred.
forum_2023_jun02_all,chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,1,31,0.31,Source-published percentage and label preserved exactly.
forum_2023_jun02_all,saunders,candidate,saunders,Mark Saunders,individually_published,Mark Saunders,2,11,0.11,Source-published percentage and label preserved exactly.
forum_2023_jun02_all,matlow,candidate,matlow,Josh Matlow,individually_published,Josh Matlow,3,10,0.1,Source-published percentage and label preserved exactly.
forum_2023_jun02_all,furey,candidate,furey,Anthony Furey,individually_published,Anthony Furey,4,8,0.08,Source-published percentage and label preserved exactly.
forum_2023_jun02_all,bailao,candidate,bailao,Ana Bailão,individually_published,Ana Bailao,5,7,0.07,Source-published percentage and label preserved exactly.
forum_2023_jun02_all,hunter,candidate,hunter,Mitzie Hunter,individually_published,Mitzie Hunter,6,6,0.06,Source-published percentage and label preserved exactly.
forum_2023_jun02_all,bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,7,4,0.04,Source-published percentage and label preserved exactly.
forum_2023_jun02_all,brown,candidate,brown,Chloe Brown,individually_published,Chloe Brown,8,2,0.02,Source-published percentage and label preserved exactly.
forum_2023_jun02_all,toronto_2023:davis-rob,candidate,toronto_2023:davis-rob,Rob Davis,individually_published,Rob Davis,9,0,0,Source-published percentage and label preserved exactly.
forum_2023_jun02_all,toronto_2023:perruzza-anthony,candidate,toronto_2023:perruzza-anthony,Anthony Perruzza,individually_published,Anthony Perruza,10,0,0,Source-published percentage and label preserved exactly.
forum_2023_jun02_all,toronto_2023:mammoliti-giorgio,candidate,toronto_2023:mammoliti-giorgio,Giorgio Mammoliti,individually_published,Giorgio Mammoliti,11,0,0,Source-published percentage and label preserved exactly.
forum_2023_jun02_all,toronto_2023:caesar-chavannes-celina,candidate,toronto_2023:caesar-chavannes-celina,Celina Caesar-Chavannes,individually_published,Celina Caesar-Chavannes,12,0,0,Source-published percentage and label preserved exactly.
forum_2023_jun02_all,some_other_candidate,other,,,,Some other candidate,13,5,0.05,Source-published percentage and label preserved exactly.
forum_2023_jun02_all,dont_know,dont_know,,,,Don’t know,14,18,0.18,Source-published percentage and label preserved exactly.
forum_2023_jun02_decided_leaning,chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,1,38,0.38,Source-published percentage and label preserved exactly.
forum_2023_jun02_decided_leaning,saunders,candidate,saunders,Mark Saunders,individually_published,Mark Saunders,2,13,0.13,Source-published percentage and label preserved exactly.
forum_2023_jun02_decided_leaning,matlow,candidate,matlow,Josh Matlow,individually_published,Josh Matlow,3,12,0.12,Source-published percentage and label preserved exactly.
forum_2023_jun02_decided_leaning,furey,candidate,furey,Anthony Furey,individually_published,Anthony Furey,4,10,0.1,Source-published percentage and label preserved exactly.
forum_2023_jun02_decided_leaning,bailao,candidate,bailao,Ana Bailão,individually_published,Ana Bailao,5,8,0.08,Source-published percentage and label preserved exactly.
forum_2023_jun02_decided_leaning,some_other_candidate,other,,,,Some other candidate,6,8,0.08,Source-published percentage and label preserved exactly.
forum_2023_jun02_decided_leaning,hunter,candidate,hunter,Mitzie Hunter,individually_published,Mitzie Hunter,7,7,0.07,Source-published percentage and label preserved exactly.
forum_2023_jun02_decided_leaning,bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,8,5,0.05,Source-published percentage and label preserved exactly.
forum_2023_jun02_decided_leaning,brown,candidate,brown,Chloe Brown,offered_not_individually_published,Chloe Brown,,,,Candidate is printed in the same sample's all-respondent ballot table but omitted from this decided/leaning table; no value or row order is inferred.
forum_2023_jun02_decided_leaning,toronto_2023:davis-rob,candidate,toronto_2023:davis-rob,Rob Davis,offered_not_individually_published,Rob Davis,,,,Candidate is printed in the same sample's all-respondent ballot table but omitted from this decided/leaning table; no value or row order is inferred.
forum_2023_jun02_decided_leaning,toronto_2023:perruzza-anthony,candidate,toronto_2023:perruzza-anthony,Anthony Perruzza,offered_not_individually_published,Anthony Perruza,,,,Candidate is printed in the same sample's all-respondent ballot table but omitted from this decided/leaning table; no value or row order is inferred.
forum_2023_jun02_decided_leaning,toronto_2023:mammoliti-giorgio,candidate,toronto_2023:mammoliti-giorgio,Giorgio Mammoliti,offered_not_individually_published,Giorgio Mammoliti,,,,Candidate is printed in the same sample's all-respondent ballot table but omitted from this decided/leaning table; no value or row order is inferred.
forum_2023_jun02_decided_leaning,toronto_2023:caesar-chavannes-celina,candidate,toronto_2023:caesar-chavannes-celina,Celina Caesar-Chavannes,offered_not_individually_published,Celina Caesar-Chavannes,,,,Candidate is printed in the same sample's all-respondent ballot table but omitted from this decided/leaning table; no value or row order is inferred.
forum_2023_jun09_all,chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,1,31,0.31,Source-published percentage and label preserved exactly.
forum_2023_jun09_all,saunders,candidate,saunders,Mark Saunders,individually_published,Mark Saunders,2,13,0.13,Source-published percentage and label preserved exactly.
forum_2023_jun09_all,furey,candidate,furey,Anthony Furey,individually_published,Anthony Furey,3,9,0.09,Source-published percentage and label preserved exactly.
forum_2023_jun09_all,bailao,candidate,bailao,Ana Bailão,individually_published,Ana Bailao,4,8,0.08,Source-published percentage and label preserved exactly.
forum_2023_jun09_all,matlow,candidate,matlow,Josh Matlow,individually_published,Josh Matlow,5,7,0.07,Source-published percentage and label preserved exactly.
forum_2023_jun09_all,hunter,candidate,hunter,Mitzie Hunter,individually_published,Mitzie Hunter,6,5,0.05,Source-published percentage and label preserved exactly.
forum_2023_jun09_all,bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,7,3,0.03,Source-published percentage and label preserved exactly.
forum_2023_jun09_all,brown,candidate,brown,Chloe Brown,individually_published,Chloe Brown,8,3,0.03,Source-published percentage and label preserved exactly.
forum_2023_jun09_all,toronto_2023:mammoliti-giorgio,candidate,toronto_2023:mammoliti-giorgio,Giorgio Mammoliti,individually_published,Giorgio Mammoliti,9,1,0.01,Source-published percentage and label preserved exactly.
forum_2023_jun09_all,toronto_2023:perruzza-anthony,candidate,toronto_2023:perruzza-anthony,Anthony Perruzza,individually_published,Anthony Perruza,10,0,0,Source-published percentage and label preserved exactly.
forum_2023_jun09_all,toronto_2023:caesar-chavannes-celina,candidate,toronto_2023:caesar-chavannes-celina,Celina Caesar-Chavannes,individually_published,Celina Caesar-Chavannes,11,0,0,Source-published percentage and label preserved exactly.
forum_2023_jun09_all,toronto_2023:davis-rob,candidate,toronto_2023:davis-rob,Rob Davis,individually_published,Rob Davis,12,0,0,Source-published percentage and label preserved exactly.
forum_2023_jun09_all,some_other_candidate,other,,,,Some other candidate,13,4,0.04,Source-published percentage and label preserved exactly.
forum_2023_jun09_all,dont_know,dont_know,,,,Don’t know,14,15,0.15,Source-published percentage and label preserved exactly.
forum_2023_jun09_decided_leaning,chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,1,35,0.35,Source-published percentage and label preserved exactly.
forum_2023_jun09_decided_leaning,saunders,candidate,saunders,Mark Saunders,individually_published,Mark Saunders,2,14,0.14,Source-published percentage and label preserved exactly.
forum_2023_jun09_decided_leaning,furey,candidate,furey,Anthony Furey,individually_published,Anthony Furey,3,11,0.11,Source-published percentage and label preserved exactly.
forum_2023_jun09_decided_leaning,bailao,candidate,bailao,Ana Bailão,individually_published,Ana Bailao,4,10,0.1,Source-published percentage and label preserved exactly.
forum_2023_jun09_decided_leaning,matlow,candidate,matlow,Josh Matlow,individually_published,Josh Matlow,5,9,0.09,Source-published percentage and label preserved exactly.
forum_2023_jun09_decided_leaning,hunter,candidate,hunter,Mitzie Hunter,individually_published,Mitzie Hunter,6,7,0.07,Source-published percentage and label preserved exactly.
forum_2023_jun09_decided_leaning,bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,7,5,0.05,Source-published percentage and label preserved exactly.
forum_2023_jun09_decided_leaning,some_other_candidate,other,,,,Some other candidate,8,10,0.1,Source-published percentage and label preserved exactly.
forum_2023_jun09_decided_leaning,brown,candidate,brown,Chloe Brown,offered_not_individually_published,Chloe Brown,,,,Candidate is printed in the same sample's all-respondent ballot table but omitted from this decided/leaning table; no value or row order is inferred.
forum_2023_jun09_decided_leaning,toronto_2023:davis-rob,candidate,toronto_2023:davis-rob,Rob Davis,offered_not_individually_published,Rob Davis,,,,Candidate is printed in the same sample's all-respondent ballot table but omitted from this decided/leaning table; no value or row order is inferred.
forum_2023_jun09_decided_leaning,toronto_2023:perruzza-anthony,candidate,toronto_2023:perruzza-anthony,Anthony Perruzza,offered_not_individually_published,Anthony Perruza,,,,Candidate is printed in the same sample's all-respondent ballot table but omitted from this decided/leaning table; no value or row order is inferred.
forum_2023_jun09_decided_leaning,toronto_2023:mammoliti-giorgio,candidate,toronto_2023:mammoliti-giorgio,Giorgio Mammoliti,offered_not_individually_published,Giorgio Mammoliti,,,,Candidate is printed in the same sample's all-respondent ballot table but omitted from this decided/leaning table; no value or row order is inferred.
forum_2023_jun09_decided_leaning,toronto_2023:caesar-chavannes-celina,candidate,toronto_2023:caesar-chavannes-celina,Celina Caesar-Chavannes,offered_not_individually_published,Celina Caesar-Chavannes,,,,Candidate is printed in the same sample's all-respondent ballot table but omitted from this decided/leaning table; no value or row order is inferred.
forum_2023_jun23_all,chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,1,26,0.26,Source-published percentage and label preserved exactly.
forum_2023_jun23_all,bailao,candidate,bailao,Ana Bailão,individually_published,Ana Bailao,2,18,0.18,Source-published percentage and label preserved exactly.
forum_2023_jun23_all,saunders,candidate,saunders,Mark Saunders,individually_published,Mark Saunders,3,14,0.14,Source-published percentage and label preserved exactly.
forum_2023_jun23_all,furey,candidate,furey,Anthony Furey,individually_published,Anthony Furey,4,10,0.1,Source-published percentage and label preserved exactly.
forum_2023_jun23_all,matlow,candidate,matlow,Josh Matlow,individually_published,Josh Matlow,5,7,0.07,Source-published percentage and label preserved exactly.
forum_2023_jun23_all,hunter,candidate,hunter,Mitzie Hunter,individually_published,Mitzie Hunter,6,4,0.04,Source-published percentage and label preserved exactly.
forum_2023_jun23_all,bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,7,2,0.02,Source-published percentage and label preserved exactly.
forum_2023_jun23_all,brown,candidate,brown,Chloe Brown,individually_published,Chloe Brown,8,2,0.02,Source-published percentage and label preserved exactly.
forum_2023_jun23_all,toronto_2023:perruzza-anthony,candidate,toronto_2023:perruzza-anthony,Anthony Perruzza,individually_published,Anthony Perruza,9,0,0,Source-published percentage and label preserved exactly.
forum_2023_jun23_all,toronto_2023:caesar-chavannes-celina,candidate,toronto_2023:caesar-chavannes-celina,Celina Caesar-Chavannes,individually_published,Celina Caesar-Chavannes,10,0,0,Source-published percentage and label preserved exactly.
forum_2023_jun23_all,toronto_2023:davis-rob,candidate,toronto_2023:davis-rob,Rob Davis,individually_published,Rob Davis,11,0,0,Source-published percentage and label preserved exactly.
forum_2023_jun23_all,toronto_2023:mammoliti-giorgio,candidate,toronto_2023:mammoliti-giorgio,Giorgio Mammoliti,individually_published,Giorgio Mammoliti,12,0,0,Source-published percentage and label preserved exactly.
forum_2023_jun23_all,some_other_candidate,other,,,,Some other candidate,13,5,0.05,Source-published percentage and label preserved exactly.
forum_2023_jun23_all,dont_know,dont_know,,,,Don’t know,14,12,0.12,Source-published percentage and label preserved exactly.
forum_2023_jun23_decided_leaning,chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,1,29,0.29,Source-published percentage and label preserved exactly.
forum_2023_jun23_decided_leaning,bailao,candidate,bailao,Ana Bailão,individually_published,Ana Bailao,2,20,0.2,Source-published percentage and label preserved exactly.
forum_2023_jun23_decided_leaning,saunders,candidate,saunders,Mark Saunders,individually_published,Mark Saunders,3,15,0.15,Source-published percentage and label preserved exactly.
forum_2023_jun23_decided_leaning,furey,candidate,furey,Anthony Furey,individually_published,Anthony Furey,4,11,0.11,Source-published percentage and label preserved exactly.
forum_2023_jun23_decided_leaning,matlow,candidate,matlow,Josh Matlow,individually_published,Josh Matlow,5,8,0.08,Source-published percentage and label preserved exactly.
forum_2023_jun23_decided_leaning,hunter,candidate,hunter,Mitzie Hunter,individually_published,Mitzie Hunter,6,5,0.05,Source-published percentage and label preserved exactly.
forum_2023_jun23_decided_leaning,bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,7,3,0.03,Source-published percentage and label preserved exactly.
forum_2023_jun23_decided_leaning,some_other_candidate,other,,,,Some other candidate,8,9,0.09,Source-published percentage and label preserved exactly.
forum_2023_jun23_decided_leaning,brown,candidate,brown,Chloe Brown,offered_not_individually_published,Chloe Brown,,,,Candidate is printed in the same sample's all-respondent ballot table but omitted from this decided/leaning table; no value or row order is inferred.
forum_2023_jun23_decided_leaning,toronto_2023:davis-rob,candidate,toronto_2023:davis-rob,Rob Davis,offered_not_individually_published,Rob Davis,,,,Candidate is printed in the same sample's all-respondent ballot table but omitted from this decided/leaning table; no value or row order is inferred.
forum_2023_jun23_decided_leaning,toronto_2023:perruzza-anthony,candidate,toronto_2023:perruzza-anthony,Anthony Perruzza,offered_not_individually_published,Anthony Perruza,,,,Candidate is printed in the same sample's all-respondent ballot table but omitted from this decided/leaning table; no value or row order is inferred.
forum_2023_jun23_decided_leaning,toronto_2023:mammoliti-giorgio,candidate,toronto_2023:mammoliti-giorgio,Giorgio Mammoliti,offered_not_individually_published,Giorgio Mammoliti,,,,Candidate is printed in the same sample's all-respondent ballot table but omitted from this decided/leaning table; no value or row order is inferred.
forum_2023_jun23_decided_leaning,toronto_2023:caesar-chavannes-celina,candidate,toronto_2023:caesar-chavannes-celina,Celina Caesar-Chavannes,offered_not_individually_published,Celina Caesar-Chavannes,,,,Candidate is printed in the same sample's all-respondent ballot table but omitted from this decided/leaning table; no value or row order is inferred.
liaison_2023_04_21_22_all,candidate-bailao,candidate,bailao,Ana Bailão,individually_published,Bailao,1,5%,0.05,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_21_22_all,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Bradford,2,6%,0.06,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_21_22_all,candidate-chow,candidate,chow,Olivia Chow,individually_published,Chow,3,13%,0.13,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_21_22_all,candidate-furey,candidate,furey,Anthony Furey,individually_published,Furey,4,1%,0.01,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_21_22_all,candidate-hunter,candidate,hunter,Mitzie Hunter,individually_published,Hunter,5,5%,0.05,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_21_22_all,candidate-matlow,candidate,matlow,Josh Matlow,individually_published,Matlow,6,12%,0.12,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_21_22_all,candidate-toronto_2023-perruzza-anthony,candidate,toronto_2023:perruzza-anthony,Anthony Perruzza,individually_published,Perruzza,7,1%,0.01,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_21_22_all,candidate-saunders,candidate,saunders,Mark Saunders,individually_published,Saunders,8,11%,0.11,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_21_22_all,someone-else,other,,,,Someone Else,9,3%,0.03,Published Someone Else response; retained separately from undecided. Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_21_22_all,undecided,undecided,,,,Undecided,10,43%,0.43,Published undecided response. Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_21_22_decided,candidate-bailao,candidate,bailao,Ana Bailão,individually_published,Bailao,1,9%,0.09,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_21_22_decided,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Bradford,2,10%,0.10,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_21_22_decided,candidate-chow,candidate,chow,Olivia Chow,individually_published,Chow,3,23%,0.23,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_21_22_decided,candidate-furey,candidate,furey,Anthony Furey,individually_published,Furey,4,2%,0.02,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_21_22_decided,candidate-hunter,candidate,hunter,Mitzie Hunter,individually_published,Hunter,5,9%,0.09,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_21_22_decided,candidate-matlow,candidate,matlow,Josh Matlow,individually_published,Matlow,6,21%,0.21,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_21_22_decided,candidate-toronto_2023-perruzza-anthony,candidate,toronto_2023:perruzza-anthony,Anthony Perruzza,individually_published,Perruzza,7,2%,0.02,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_21_22_decided,candidate-saunders,candidate,saunders,Mark Saunders,individually_published,Saunders,8,19%,0.19,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_21_22_decided,someone-else,other,,,,Someone Else,9,5%,0.05,Published Someone Else response; retained separately from undecided. Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_28_29_all,candidate-bailao,candidate,bailao,Ana Bailão,individually_published,Bailao,1,4%,0.04,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_28_29_all,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Bradford,2,6%,0.06,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_28_29_all,candidate-chow,candidate,chow,Olivia Chow,individually_published,Chow,3,16%,0.16,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_28_29_all,candidate-furey,candidate,furey,Anthony Furey,individually_published,Furey,4,2%,0.02,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_28_29_all,candidate-hunter,candidate,hunter,Mitzie Hunter,individually_published,Hunter,5,6%,0.06,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_28_29_all,candidate-matlow,candidate,matlow,Josh Matlow,individually_published,Matlow,6,12%,0.12,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_28_29_all,candidate-toronto_2023-perruzza-anthony,candidate,toronto_2023:perruzza-anthony,Anthony Perruzza,individually_published,Perruzza,7,0%,0.00,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_28_29_all,candidate-saunders,candidate,saunders,Mark Saunders,individually_published,Saunders,8,12%,0.12,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_28_29_all,someone-else,other,,,,Someone Else,9,3%,0.03,Published Someone Else response; retained separately from undecided. Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_28_29_all,undecided,undecided,,,,Undecided,10,38%,0.38,Published undecided response. Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_28_29_decided,candidate-bailao,candidate,bailao,Ana Bailão,individually_published,Bailao,1,7%,0.07,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_28_29_decided,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Bradford,2,10%,0.10,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_28_29_decided,candidate-chow,candidate,chow,Olivia Chow,individually_published,Chow,3,23%,0.23,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_28_29_decided,candidate-furey,candidate,furey,Anthony Furey,individually_published,Furey,4,3%,0.03,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_28_29_decided,candidate-hunter,candidate,hunter,Mitzie Hunter,individually_published,Hunter,5,10%,0.10,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_28_29_decided,candidate-matlow,candidate,matlow,Josh Matlow,individually_published,Matlow,6,19%,0.19,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_28_29_decided,candidate-toronto_2023-perruzza-anthony,candidate,toronto_2023:perruzza-anthony,Anthony Perruzza,individually_published,Perruzza,7,1%,0.01,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_28_29_decided,candidate-saunders,candidate,saunders,Mark Saunders,individually_published,Saunders,8,20%,0.20,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_04_28_29_decided,someone-else,other,,,,Someone Else,9,5%,0.05,Published Someone Else response; retained separately from undecided. Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_05_05_06_all,candidate-bailao,candidate,bailao,Ana Bailão,individually_published,Bailao,1,6%,0.06,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_05_05_06_all,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Bradford,2,8%,0.08,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_05_05_06_all,candidate-chow,candidate,chow,Olivia Chow,individually_published,Chow,3,18%,0.18,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_05_05_06_all,candidate-furey,candidate,furey,Anthony Furey,individually_published,Furey,4,1%,0.01,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_05_05_06_all,candidate-hunter,candidate,hunter,Mitzie Hunter,individually_published,Hunter,5,7%,0.07,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_05_05_06_all,candidate-matlow,candidate,matlow,Josh Matlow,individually_published,Matlow,6,11%,0.11,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_05_05_06_all,candidate-toronto_2023-perruzza-anthony,candidate,toronto_2023:perruzza-anthony,Anthony Perruzza,individually_published,Perruzza,7,0%,0.00,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_05_05_06_all,candidate-saunders,candidate,saunders,Mark Saunders,individually_published,Saunders,8,11%,0.11,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_05_05_06_all,someone-else,other,,,,Someone Else,9,5%,0.05,Published Someone Else response; retained separately from undecided. Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_05_05_06_all,undecided,undecided,,,,Undecided,10,32%,0.32,Published undecided response. Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_05_05_06_decided,candidate-bailao,candidate,bailao,Ana Bailão,individually_published,Bailao,1,9%,0.09,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_05_05_06_decided,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Bradford,2,12%,0.12,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_05_05_06_decided,candidate-chow,candidate,chow,Olivia Chow,individually_published,Chow,3,27%,0.27,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_05_05_06_decided,candidate-furey,candidate,furey,Anthony Furey,individually_published,Furey,4,2%,0.02,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_05_05_06_decided,candidate-hunter,candidate,hunter,Mitzie Hunter,individually_published,Hunter,5,10%,0.10,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_05_05_06_decided,candidate-matlow,candidate,matlow,Josh Matlow,individually_published,Matlow,6,16%,0.16,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_05_05_06_decided,candidate-toronto_2023-perruzza-anthony,candidate,toronto_2023:perruzza-anthony,Anthony Perruzza,individually_published,Perruzza,7,0%,0.00,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_05_05_06_decided,candidate-saunders,candidate,saunders,Mark Saunders,individually_published,Saunders,8,16%,0.16,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_05_05_06_decided,someone-else,other,,,,Someone Else,9,7%,0.07,Published Someone Else response; retained separately from undecided. Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_05_12_13_all,candidate-bailao,candidate,bailao,Ana Bailão,individually_published,Bailao,1,5%,0.05,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_05_12_13_all,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Bradford,2,8%,0.08,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_05_12_13_all,candidate-chow,candidate,chow,Olivia Chow,individually_published,Chow,3,20%,0.20,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_05_12_13_all,candidate-furey,candidate,furey,Anthony Furey,individually_published,Furey,4,1%,0.01,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_05_12_13_all,candidate-hunter,candidate,hunter,Mitzie Hunter,individually_published,Hunter,5,8%,0.08,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_05_12_13_all,candidate-matlow,candidate,matlow,Josh Matlow,individually_published,Matlow,6,10%,0.10,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_05_12_13_all,candidate-toronto_2023-perruzza-anthony,candidate,toronto_2023:perruzza-anthony,Anthony Perruzza,individually_published,Perruzza,7,1%,0.01,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_05_12_13_all,candidate-saunders,candidate,saunders,Mark Saunders,individually_published,Saunders,8,11%,0.11,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_05_12_13_all,someone-else,other,,,,Someone Else,9,4%,0.04,Published Someone Else response; retained separately from undecided. Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_05_12_13_all,undecided,undecided,,,,Undecided,10,32%,0.32,Published undecided response. Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_05_12_13_decided,candidate-bailao,candidate,bailao,Ana Bailão,individually_published,Bailao,1,7%,0.07,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_05_12_13_decided,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Bradford,2,12%,0.12,Detailed report display order only; questionnaire presentation order is not asserted.
liaison_2023_05_12_13_decided,candidate-chow,candidate,chow,Olivia Chow,individually_published,Chow,3,30%,0.30,Detailed report display order only; questionnaire presentation order is not asserted.
