source_document_id,document_role,publisher_url,retrieval_url,retrieval_status,retrieved_at,media_type,sha256,local_path,byte_size,page_count,sheet_count,text_layer_status,visual_qa_status,access_class,redistribution_status,reuse_terms_url,notes
liaison_2023_06_17_18_release,release,https://press.liaisonstrategies.ca/chow-steady-as-she-goes-while-rest-of-field-has-minor-ups-downs/,https://press.liaisonstrategies.ca/chow-steady-as-she-goes-while-rest-of-field-has-minor-ups-downs/,retrieved,2026-08-18T00:40:28Z,text/html,73b35164b8627ade7c8805e6e9015ad6e0a133b3c1ffd2bc775655381daade28,data/source_documents/historical_mayoral/liaison_2023/liaison_2023-06-20_release.html,17474,,,present,passed,public,unknown,,"Public first-party HTML release, rendered in a live browser and visually inspected. It corroborates publication, sponsor, fieldwork, mode, parent sample size, and the two topline summaries. The separately linked detailed public viewer controls canonical reading values and semantics where the two sources differ. No affirmative redistribution licence was observed."
liaison_2023_06_22_23_release,release,https://press.liaisonstrategies.ca/chow-leads-in-final-days-of-campaign/,https://press.liaisonstrategies.ca/chow-leads-in-final-days-of-campaign/,retrieved,2026-08-18T00:40:28Z,text/html,9e0cfd7a151b345c89cfb810fda680123a74f22973cc08f27edfe7c39bb5a7f6,data/source_documents/historical_mayoral/liaison_2023/liaison_2023-06-24_release.html,16909,,,present,passed,public,unknown,,"Public first-party HTML release, rendered in a live browser and visually inspected. It corroborates publication, sponsor, fieldwork, mode, parent sample size, and the two topline summaries. The separately linked detailed public viewer controls canonical reading values and semantics where the two sources differ. No affirmative redistribution licence was observed."
liaison_2023_04_21_22_tables,tables,https://www.scribd.com/document/640520195,https://www.scribd.com/document/640520195,retrieved,2026-08-18T00:56:09Z,text/html,de6633da55a3d788996afad3033346d94e37a3ca8e9428e375a87339e5c1d1a8,data/source_documents/historical_mayoral/liaison_2023/liaison_2023-04-24_scribd_viewer.html,1201612,16,,present,passed,public,unknown,,"Ordinary unauthenticated Scribd viewer HTML for the exact report uploaded by Liaison Strategies. The public viewer was rendered and visually audited; it exposes the report pages, methodology, question wording, and tables, but this saved HTML depends on external viewer assets. The PDF download is signup/free-trial gated. No PDF or page assets were downloaded or reconstructed, and no affirmative redistribution licence was observed. Scribd-generated description and canonical metadata are not treated as report evidence."
liaison_2023_04_28_29_tables,tables,https://www.scribd.com/document/641979949,https://www.scribd.com/document/641979949,retrieved,2026-08-18T00:56:09Z,text/html,50368c0645e18c686ac2caec17477b34688421c3a175abea070883dcda90b99a,data/source_documents/historical_mayoral/liaison_2023/liaison_2023-05-01_scribd_viewer.html,1349399,16,,present,passed,public,unknown,,"Ordinary unauthenticated Scribd viewer HTML for the exact report uploaded by Liaison Strategies. The public viewer was rendered and visually audited; it exposes the report pages, methodology, question wording, and tables, but this saved HTML depends on external viewer assets. The PDF download is signup/free-trial gated. No PDF or page assets were downloaded or reconstructed, and no affirmative redistribution licence was observed. Scribd-generated description and canonical metadata are not treated as report evidence."
liaison_2023_05_05_06_tables,tables,https://www.scribd.com/document/643701013,https://www.scribd.com/document/643701013,retrieved,2026-08-18T00:56:09Z,text/html,75a90815b9b5f446c196973ccebeee76e843d74a413a45fa5d98bd3ea4c85955,data/source_documents/historical_mayoral/liaison_2023/liaison_2023-05-08_scribd_viewer.html,1360882,7,,present,passed,public,unknown,,"Ordinary unauthenticated Scribd viewer HTML for the exact report uploaded by Liaison Strategies. The public viewer was rendered and visually audited; it exposes the report pages, methodology, question wording, and tables, but this saved HTML depends on external viewer assets. The PDF download is signup/free-trial gated. No PDF or page assets were downloaded or reconstructed, and no affirmative redistribution licence was observed. Scribd-generated description and canonical metadata are not treated as report evidence."
liaison_2023_05_12_13_tables,tables,https://www.scribd.com/document/645478285,https://www.scribd.com/document/645478285,retrieved,2026-08-18T00:56:09Z,text/html,722395f21e78cfb70a46fcec873d3243f407fabc3797ee69c81b4fc1c6b2faea,data/source_documents/historical_mayoral/liaison_2023/liaison_2023-05-15_scribd_viewer.html,1354788,7,,present,passed,public,unknown,,"Ordinary unauthenticated Scribd viewer HTML for the exact report uploaded by Liaison Strategies. The public viewer was rendered and visually audited; it exposes the report pages, methodology, question wording, and tables, but this saved HTML depends on external viewer assets. The PDF download is signup/free-trial gated. No PDF or page assets were downloaded or reconstructed, and no affirmative redistribution licence was observed. Scribd-generated description and canonical metadata are not treated as report evidence."
liaison_2023_05_17_18_tables,tables,https://www.scribd.com/document/646880402,https://www.scribd.com/document/646880402,retrieved,2026-08-18T00:56:09Z,text/html,978a20b776f9e3f4c2cad1b07e64f5bf82297619212b273fded6cb51e1fccc7c,data/source_documents/historical_mayoral/liaison_2023/liaison_2023-05-20_scribd_viewer.html,1358368,7,,present,passed,public,unknown,,"Ordinary unauthenticated Scribd viewer HTML for the exact report uploaded by Liaison Strategies. The public viewer was rendered and visually audited; it exposes the report pages, methodology, question wording, and tables, but this saved HTML depends on external viewer assets. The PDF download is signup/free-trial gated. No PDF or page assets were downloaded or reconstructed, and no affirmative redistribution licence was observed. Scribd-generated description and canonical metadata are not treated as report evidence."
liaison_2023_05_26_27_tables,tables,https://www.scribd.com/document/649083839,https://www.scribd.com/document/649083839,retrieved,2026-08-18T00:56:09Z,text/html,b4b691c66d8e28e38210188fdcf53e578cdeaabf64d45d1a9c646f415fb26f82,data/source_documents/historical_mayoral/liaison_2023/liaison_2023-05-29_scribd_viewer.html,1338077,7,,present,passed,public,unknown,,"Ordinary unauthenticated Scribd viewer HTML for the exact report uploaded by Liaison Strategies. The public viewer was rendered and visually audited; it exposes the report pages, methodology, question wording, and tables, but this saved HTML depends on external viewer assets. The PDF download is signup/free-trial gated. No PDF or page assets were downloaded or reconstructed, and no affirmative redistribution licence was observed. Scribd-generated description and canonical metadata are not treated as report evidence."
liaison_2023_06_03_04_tables,tables,https://www.scribd.com/document/651023358,https://www.scribd.com/document/651023358,retrieved,2026-08-18T00:56:09Z,text/html,cd89abe445d2cea3664b7cbae3c5f07ac8e76b1142c8411a75920401518db459,data/source_documents/historical_mayoral/liaison_2023/liaison_2023-06-06_scribd_viewer.html,1332375,7,,present,passed,public,unknown,,"Ordinary unauthenticated Scribd viewer HTML for the exact report uploaded by Liaison Strategies. The public viewer was rendered and visually audited; it exposes the report pages, methodology, question wording, and tables, but this saved HTML depends on external viewer assets. The PDF download is signup/free-trial gated. No PDF or page assets were downloaded or reconstructed, and no affirmative redistribution licence was observed. Scribd-generated description and canonical metadata are not treated as report evidence."
liaison_2023_06_10_11_tables,tables,https://www.scribd.com/document/652661765,https://www.scribd.com/document/652661765,retrieved,2026-08-18T00:56:09Z,text/html,3e46a2ad7f6fe282a8cd578093a6f0de8c2a991d8af4f68e8060c26150774bb5,data/source_documents/historical_mayoral/liaison_2023/liaison_2023-06-13_scribd_viewer.html,1136971,15,,present,passed,public,unknown,,"Ordinary unauthenticated Scribd viewer HTML for the exact report uploaded by Liaison Strategies. The public viewer was rendered and visually audited; it exposes the report pages, methodology, question wording, and tables, but this saved HTML depends on external viewer assets. The PDF download is signup/free-trial gated. No PDF or page assets were downloaded or reconstructed, and no affirmative redistribution licence was observed. Scribd-generated description and canonical metadata are not treated as report evidence."
liaison_2023_06_12_13_tables,tables,https://www.scribd.com/document/653169044,https://www.scribd.com/document/653169044,retrieved,2026-08-18T00:56:09Z,text/html,b831480fe532be00dfd93ae088fa0faa7633e88caf1548d7625a2d78232fac94,data/source_documents/historical_mayoral/liaison_2023/liaison_2023-06-15_scribd_viewer.html,1213292,7,,present,passed,public,unknown,,"Ordinary unauthenticated Scribd viewer HTML for the exact report uploaded by Liaison Strategies. The public viewer was rendered and visually audited; it exposes the report pages, methodology, question wording, and tables, but this saved HTML depends on external viewer assets. The PDF download is signup/free-trial gated. No PDF or page assets were downloaded or reconstructed, and no affirmative redistribution licence was observed. Scribd-generated description and canonical metadata are not treated as report evidence."
liaison_2023_06_17_18_tables,tables,https://www.scribd.com/document/654274535,https://www.scribd.com/document/654274535,retrieved,2026-08-18T00:56:09Z,text/html,6cd7278bdb26186bdfb632d8daac5e176316eaae2acac17dd6892db5d66552cb,data/source_documents/historical_mayoral/liaison_2023/liaison_2023-06-20_scribd_viewer.html,1198188,7,,present,passed,public,unknown,,"Ordinary unauthenticated Scribd viewer HTML for the exact report uploaded by Liaison Strategies. The public viewer was rendered and visually audited; it exposes the report pages, methodology, question wording, and tables, but this saved HTML depends on external viewer assets. The PDF download is signup/free-trial gated. No PDF or page assets were downloaded or reconstructed, and no affirmative redistribution licence was observed. Scribd-generated description and canonical metadata are not treated as report evidence."
liaison_2023_06_22_23_tables,tables,https://www.scribd.com/document/655112063,https://www.scribd.com/document/655112063,retrieved,2026-08-18T00:56:09Z,text/html,d229933085d292f92bc973cdadd432cb6cfabd4bc533b41bee7a7c895e948019,data/source_documents/historical_mayoral/liaison_2023/liaison_2023-06-24_scribd_viewer.html,1309639,7,,present,passed,public,unknown,,"Ordinary unauthenticated Scribd viewer HTML for the exact report uploaded by Liaison Strategies. The public viewer was rendered and visually audited; it exposes the report pages, methodology, question wording, and tables, but this saved HTML depends on external viewer assets. The PDF download is signup/free-trial gated. No PDF or page assets were downloaded or reconstructed, and no affirmative redistribution licence was observed. Scribd-generated description and canonical metadata are not treated as report evidence."
mainstreet_2023-02-14_report,tables,https://www.mainstreetresearch.ca/poll/toronto-polling-february-2023/,https://web.archive.org/web/20230313205132id_/https://www.mainstreetresearch.ca/2023_Polls/Toronto/Toronto_Early_Feb_2023_QP-1.pdf?_t=1677786735,retrieved,2026-08-18T01:24:19Z,application/pdf,94c0d8c31448365eb62810338f4b154584db54529d412bdbce105438a5acbbcb,data/source_documents/historical_mayoral/mainstreet_2023/mainstreet_2023-02-14_report.pdf,1179196,38,,present,passed,public,prohibited,,"Clean archived-original first-party PDF payload. All 38 physical pages were rendered and visually inspected; no clipping, corruption, unexpected blank pages, or unreadable tables were found. The report expressly prohibits reproduction without written authorization; retained only in the gitignored internal audit corpus."
mainstreet_2023-02-19_report,tables,https://www.mainstreetresearch.ca/poll/toronto-polling-late-february-2023/,https://web.archive.org/web/20230315221852id_/https://www.mainstreetresearch.ca/2023_Polls/Toronto/Toronto_Late_Feb_2023_QP-1.pdf?_t=1677823873,retrieved,2026-08-18T01:24:23Z,application/pdf,f9980ba7db824da7020f0c2e881bb5dd1006935ec2ca4d3f3014c5293fd9d517,data/source_documents/historical_mayoral/mainstreet_2023/mainstreet_2023-02-19_report.pdf,1280804,62,,present,passed,public,prohibited,,"Clean archived-original first-party PDF payload. All 62 physical pages were rendered and visually inspected; no clipping, corruption, unexpected blank pages, or unreadable tables were found. The report expressly prohibits reproduction without written authorization; retained only in the gitignored internal audit corpus."
mainstreet_2023-03-19_report,tables,https://www.mainstreetresearch.ca/poll/toronto-polling-march-2023/,https://web.archive.org/web/20230426201843id_/https://www.mainstreetresearch.ca/2023_Polls/Toronto/Toronto_Mar_17_2023.pdf,retrieved,2026-08-18T01:24:26Z,application/pdf,57bc779c2faf9cd2cd1dc6ebd66a79ad6928dae151f5fa442e1cef7b34122a18,data/source_documents/historical_mayoral/mainstreet_2023/mainstreet_2023-03-19_report.pdf,1209913,42,,present,passed,public,prohibited,,"Clean archived-original first-party PDF payload. All 42 physical pages were rendered and visually inspected; no clipping, corruption, unexpected blank pages, or unreadable tables were found. The report expressly prohibits reproduction without written authorization; retained only in the gitignored internal audit corpus."
mainstreet_2023-04-13_report,tables,https://www.mainstreetresearch.ca/poll/toronto-april-polling/,https://web.archive.org/web/20230605231252id_/https://www.mainstreetresearch.ca/2023_Polls/Toronto/Toronto_2_April_12_2023.pdf,retrieved,2026-08-18T01:24:30Z,application/pdf,3e9d2114462079040ed8ffdb130fef3be494b57ce9c5811a53fe893c87333559,data/source_documents/historical_mayoral/mainstreet_2023/mainstreet_2023-04-13_report.pdf,1181949,30,,present,passed,public,prohibited,,"Clean archived-original first-party detailed PDF payload. All 30 physical pages were rendered and visually inspected; no clipping, corruption, unexpected blank pages, or unreadable tables were found. The original page labelled this edition for Mainstreet Intel subscribers, but the archived static payload is publicly retrievable. The report expressly prohibits reproduction without written authorization; retained only in the gitignored internal audit corpus."
mainstreet_2023-04-13_public,tables,https://www.mainstreetresearch.ca/poll/toronto-april-polling/,https://web.archive.org/web/20230415051420id_/https://old.ipolitics.ca/wp-content/uploads/2023/04/Toronto_2_April_12_2023_Public.pdf,retrieved,2026-08-18T01:24:32Z,application/pdf,e4bcdedc1f4d506799d5cde2f40f7256ca0d240afc4c3a9d3de30e02ead0017d,data/source_documents/historical_mayoral/mainstreet_2023/mainstreet_2023-04-13_public.pdf,1134083,20,,present,passed,public,prohibited,,"Clean archived-original public-edition PDF from the QP Briefing/iPolitics media mirror; its archive payload digest matches the recovered bytes. All 20 physical pages were rendered and visually inspected; no clipping, corruption, unexpected blank pages, or unreadable tables were found. The report expressly prohibits reproduction without written authorization; retained only in the gitignored internal audit corpus."
mainstreet_2023-04-20_report,tables,https://www.mainstreetresearch.ca/poll/toronto-late-april-polling/,https://web.archive.org/web/20230421154737id_/https://www.mainstreetresearch.ca/2023_Polls/Toronto/Toronto_April_18_2023.pdf,retrieved,2026-08-18T01:24:36Z,application/pdf,7c7abbecf8fb1535a4ed05636f7c85601a7fd065fda37eaf22ace095fdfaa23b,data/source_documents/historical_mayoral/mainstreet_2023/mainstreet_2023-04-20_report.pdf,1090586,14,,present,passed,public,prohibited,,"Clean archived-original first-party detailed PDF payload. All 14 physical pages were rendered and visually inspected; no clipping, corruption, unexpected blank pages, or unreadable tables were found. The report expressly prohibits reproduction without written authorization; retained only in the gitignored internal audit corpus."
mainstreet_2023-04-20_public,tables,https://www.mainstreetresearch.ca/poll/toronto-late-april-polling/,https://web.archive.org/web/20250219225455id_/https://old.ipolitics.ca/wp-content/uploads/2023/03/Toronto_April_18_2023_Public.pdf,retrieved,2026-08-18T01:24:39Z,application/pdf,7e94e4d9a771c3281dc22c07c5649fb0f385c9a4b0b4923e34386086c7d91331,data/source_documents/historical_mayoral/mainstreet_2023/mainstreet_2023-04-20_public.pdf,1070989,10,,present,passed,public,prohibited,,"Clean archived-original public-edition PDF from the QP Briefing/iPolitics media mirror; CDX digest ZTCHBZVJNKQOFEILXQN26VIFFQJ3P4T3 matches the recovered bytes. All 10 physical pages were rendered and visually inspected; no clipping, corruption, unexpected blank pages, or unreadable tables were found. The report expressly prohibits reproduction without written authorization; retained only in the gitignored internal audit corpus."
mainstreet_2023-04-26_report,tables,https://www.mainstreetresearch.ca/poll/toronto-final-april-poll/,https://web.archive.org/web/20230428125957id_/https://www.mainstreetresearch.ca/2023_Polls/Toronto/Toronto_April_26_2023.pdf,retrieved,2026-08-18T01:24:41Z,application/pdf,524f48dcf24b6ef83b5f25055bcf81d9438c7667cd70c85037b253c2f54ad5d7,data/source_documents/historical_mayoral/mainstreet_2023/mainstreet_2023-04-26_report.pdf,1104374,17,,present,passed,public,prohibited,,"Clean archived-original first-party detailed PDF payload. All 17 physical pages were rendered and visually inspected; no clipping, corruption, unexpected blank pages, or unreadable tables were found. The report expressly prohibits reproduction without written authorization; retained only in the gitignored internal audit corpus."
mainstreet_2023-04-26_public,tables,https://www.mainstreetresearch.ca/poll/toronto-final-april-poll/,https://web.archive.org/web/20230505182317id_/https://www.mainstreetresearch.ca/2023_Polls/Toronto/Toronto_April_26_2023_Public.pdf,retrieved,2026-08-18T01:24:44Z,application/pdf,90d5d1992381c33bc2663a3172b57b0c058db6d786c1801e5de1c72857973aa3,data/source_documents/historical_mayoral/mainstreet_2023/mainstreet_2023-04-26_public.pdf,1079877,12,,present,passed,public,prohibited,,"Clean archived-original first-party public-edition PDF payload. All 12 physical pages were rendered and visually inspected; no clipping, corruption, unexpected blank pages, or unreadable tables were found. The report expressly prohibits reproduction without written authorization; retained only in the gitignored internal audit corpus."
forum_2014_apr15_release,release,https://poll.forumresearch.com/data/TO%20Approval_Horserace%20News%20Release%20%282014.04.15%29%20Forum%20Research.pdf,https://web.archive.org/web/20190719205102id_/https://poll.forumresearch.com/data/TO%20Approval_Horserace%20News%20Release%20%282014.04.15%29%20Forum%20Research.pdf,retrieved,2026-08-18T02:30:00Z,application/pdf,03b3e4bf63bfc09c7667e8a1351b9f528d649994002fb3f76daeaa46f830965c,data/source_documents/historical_mayoral/forum_2014_2018/forum_2014_04_15_release.pdf,494345,42,,present,passed,public,unknown,,"First-party Forum PDF recovered through an archived-original replay. All pages were rendered and visually inspected; the text layer is present and readable. Public availability is not an affirmative reuse licence, so redistribution status remains unknown."
forum_2014_may02_release,release,https://poll.forumresearch.com/data/TO%20Approval%20%26%20Horserace%20News%20Release%20%282014.05.02%29%20Forum%20Research.pdf,https://web.archive.org/web/20190719205059id_/https://poll.forumresearch.com/data/TO%20Approval%20%26%20Horserace%20News%20Release%20%282014.05.02%29%20Forum%20Research.pdf,retrieved,2026-08-18T02:30:00Z,application/pdf,dcc31a295d47b402248c35e81adad75f96c508a3361176cdcc7b2768f96b02e8,data/source_documents/historical_mayoral/forum_2014_2018/forum_2014_05_02_release.pdf,478031,38,,present,passed,public,unknown,,"First-party Forum PDF recovered through an archived-original replay. All pages were rendered and visually inspected; the text layer is present and readable. Public availability is not an affirmative reuse licence, so redistribution status remains unknown."
forum_2014_may21_release,release,https://poll.forumresearch.com/data/TO%20Horserace%20News%20Release%20%282014%2005%2021%29%20Forum%20Research.pdf,https://web.archive.org/web/20190719205057id_/https://poll.forumresearch.com/data/TO%20Horserace%20News%20Release%20%282014%2005%2021%29%20Forum%20Research.pdf,retrieved,2026-08-18T02:30:00Z,application/pdf,b981d59269aa71a06eb52d665b044cc2aa14fda737a1af24011eab5e21a14902,data/source_documents/historical_mayoral/forum_2014_2018/forum_2014_05_21_release.pdf,472897,40,,present,passed,public,unknown,,"First-party Forum PDF recovered through an archived-original replay. All pages were rendered and visually inspected; the text layer is present and readable. Public availability is not an affirmative reuse licence, so redistribution status remains unknown."
forum_2014_jun24_release,release,http://poll.forumresearch.com/data/TO%20Horse%20Race%20News%20Release%20%282014%2006%2024%29%20Forum%20Research.pdf,https://web.archive.org/web/20141008081830id_/http://poll.forumresearch.com/data/TO%20Horse%20Race%20News%20Release%20%282014%2006%2024%29%20Forum%20Research.pdf,retrieved,2026-08-18T02:30:00Z,application/pdf,daf4e23dadecce5bdbd16c698c66827a12f95cff801003f5d97b682c28710763,data/source_documents/historical_mayoral/forum_2014_2018/forum_2014_06_24_release.pdf,587631,55,,present,passed,public,unknown,,"First-party Forum PDF recovered through an archived-original replay. All pages were rendered and visually inspected; the text layer is present and readable. Public availability is not an affirmative reuse licence, so redistribution status remains unknown. The methodology prints the field date as June 23th. The five-way table heading and rows name Rob Ford while the printed question names Doug Ford."
forum_2014_jul02_release,release,http://poll.forumresearch.com/data/TO%20Horse%20Race%20News%20Release%20%282014%2007%2002%29%20Forum%20Research.pdf,https://web.archive.org/web/20140714174229id_/http://poll.forumresearch.com/data/TO%20Horse%20Race%20News%20Release%20%282014%2007%2002%29%20Forum%20Research.pdf,retrieved,2026-08-18T02:30:00Z,application/pdf,892887e66f7f5b43c8acede8f9c53fc96f99a84f08f35ee57b86d930154787f6,data/source_documents/historical_mayoral/forum_2014_2018/forum_2014_07_02_release.pdf,384985,24,,present,passed,public,unknown,,"First-party Forum PDF recovered through an archived-original replay. All pages were rendered and visually inspected; the text layer is present and readable. Public availability is not an affirmative reuse licence, so redistribution status remains unknown. The five-way table heading and rows name Rob Ford while the printed question names Doug Ford."
forum_2014_jul21_release,release,http://poll.forumresearch.com/data/TO%20Municipal%20Issues%20News%20Release%20%282014%2007%2021%29%20Forum%20Research.pdf,https://web.archive.org/web/20140727231637id_/http://poll.forumresearch.com/data/TO%20Municipal%20Issues%20News%20Release%20%282014%2007%2021%29%20Forum%20Research.pdf,retrieved,2026-08-18T02:30:00Z,application/pdf,410b557d173f876b678381a84d82758a61ab9b9725af586ec93b2a853492251c,data/source_documents/historical_mayoral/forum_2014_2018/forum_2014_07_21_release.pdf,331754,15,,present,passed,public,unknown,,"First-party Forum PDF recovered through an archived-original replay. All pages were rendered and visually inspected; the text layer is present and readable. Public availability is not an affirmative reuse licence, so redistribution status remains unknown."
forum_2014_aug06_release,release,http://poll.forumresearch.com/data/TO%20Municipal%20Issues%20News%20Release%20%282014%2008%2006%29%20Forum%20Research.pdf,https://web.archive.org/web/20150601014151id_/http://poll.forumresearch.com/data/TO%20Municipal%20Issues%20News%20Release%20%282014%2008%2006%29%20Forum%20Research.pdf,retrieved,2026-08-18T02:30:00Z,application/pdf,c92a0d2cd015f6ab8e84d434bc044957ca53be7810a530fe697b0ab15d0cd4ee,data/source_documents/historical_mayoral/forum_2014_2018/forum_2014_08_06_release.pdf,427171,29,,present,passed,public,unknown,,"First-party Forum PDF recovered through an archived-original replay. All pages were rendered and visually inspected; the text layer is present and readable. Public availability is not an affirmative reuse licence, so redistribution status remains unknown."
forum_2014_aug26_release,release,http://poll.forumresearch.com:80/data/TO%20Municipal%20Issues%20News%20Release%20%282014%2008%2026%29%20Forum%20Research.pdf,https://web.archive.org/web/20140913001631id_/http://poll.forumresearch.com:80/data/TO%20Municipal%20Issues%20News%20Release%20%282014%2008%2026%29%20Forum%20Research.pdf,retrieved,2026-08-18T02:30:00Z,application/pdf,f20f370a603b3ceaa19fe086eee74e1eac177763b8613c216dd4605111c94ef5,data/source_documents/historical_mayoral/forum_2014_2018/forum_2014_08_26_release.pdf,351232,19,,present,passed,public,unknown,,"First-party Forum PDF recovered through an archived-original replay. All pages were rendered and visually inspected; the text layer is present and readable. Public availability is not an affirmative reuse licence, so redistribution status remains unknown. The three-way table heading and rows omit David Soknacki while its printed question includes him."
forum_2014_sep08_release,release,http://poll.forumresearch.com/data/TO%20Horserace%20News%20Release%20%282014%2009%2008%29%20Forum%20Research.pdf,https://web.archive.org/web/20140911100214id_/http://poll.forumresearch.com/data/TO%20Horserace%20News%20Release%20%282014%2009%2008%29%20Forum%20Research.pdf,retrieved,2026-08-18T02:30:00Z,application/pdf,0a86fd62fc829c319fd509bf5a93200b4a7090484d8abee5fedc9da483eea0d0,data/source_documents/historical_mayoral/forum_2014_2018/forum_2014_09_08_release.pdf,379477,22,,present,passed,public,unknown,,"First-party Forum PDF recovered through an archived-original replay. All pages were rendered and visually inspected; the text layer is present and readable. Public availability is not an affirmative reuse licence, so redistribution status remains unknown."
forum_2014_sep12_release,release,http://poll.forumresearch.com/data/TO%20Horserace%20News%20Release%20%282014%2009%2012%29%20Forum%20Research.pdf,https://web.archive.org/web/20140913101653id_/http://poll.forumresearch.com/data/TO%20Horserace%20News%20Release%20%282014%2009%2012%29%20Forum%20Research.pdf,retrieved,2026-08-18T02:30:00Z,application/pdf,5b1ad1f568ae46c6646279400036c9bbd8bbdce5543f477f20ccb931f38992a7,data/source_documents/historical_mayoral/forum_2014_2018/forum_2014_09_12_release.pdf,310040,13,,present,passed,public,unknown,,"First-party Forum PDF recovered through an archived-original replay. All pages were rendered and visually inspected; the text layer is present and readable. Public availability is not an affirmative reuse licence, so redistribution status remains unknown."
forum_2014_sep22_release,release,https://poll.forumresearch.com/data/TO%20Issues%20News%20Release%20%282014%2009%2022%29%20Forum%20Research.pdf,https://web.archive.org/web/20190719205003id_/https://poll.forumresearch.com/data/TO%20Issues%20News%20Release%20%282014%2009%2022%29%20Forum%20Research.pdf,retrieved,2026-08-18T02:30:00Z,application/pdf,dd22ec7fb37db924306d2b5d2f5d8d3e28dd479582b6272731bdda25c9cebd28,data/source_documents/historical_mayoral/forum_2014_2018/forum_2014_09_22_release.pdf,325560,15,,present,passed,public,unknown,,"First-party Forum PDF recovered through an archived-original replay. All pages were rendered and visually inspected; the text layer is present and readable. Public availability is not an affirmative reuse licence, so redistribution status remains unknown. The release publishes three two-candidate ballot tables but not the current-field ballot table."
forum_2014_sep29_release,release,http://poll.forumresearch.com/data/TO%20Horserace%20News%20Release%20%282014%2009%2029%29%20Forum%20Research.pdf,https://web.archive.org/web/20141006090511id_/http://poll.forumresearch.com/data/TO%20Horserace%20News%20Release%20%282014%2009%2029%29%20Forum%20Research.pdf,retrieved,2026-08-18T02:30:00Z,application/pdf,b3bf4da3ee53f3340777a45ab999ef83ab37ef8e392065c2243ed391360efaef,data/source_documents/historical_mayoral/forum_2014_2018/forum_2014_09_29_release.pdf,248565,4,,present,passed,public,unknown,,"First-party Forum PDF recovered through an archived-original replay. All pages were rendered and visually inspected; the text layer is present and readable. Public availability is not an affirmative reuse licence, so redistribution status remains unknown. Its trend table preserves the September 22 current-field row whose full table is absent from that sample's own release."
forum_2014_oct06_release,release,http://poll.forumresearch.com/data/TO%20Horserace%20News%20Release%20%282014%2010%2006%29%20Forum%20Research.pdf,https://web.archive.org/web/20141011130832id_/http://poll.forumresearch.com/data/TO%20Horserace%20News%20Release%20%282014%2010%2006%29%20Forum%20Research.pdf,retrieved,2026-08-18T02:30:00Z,application/pdf,b6a810d0ba16d9ec63fe30feb03620817552708c75e15b543ffa115bf3aedfc1,data/source_documents/historical_mayoral/forum_2014_2018/forum_2014_10_06_release.pdf,270238,7,,present,passed,public,unknown,,"First-party Forum PDF recovered through an archived-original replay. All pages were rendered and visually inspected; the text layer is present and readable. Public availability is not an affirmative reuse licence, so redistribution status remains unknown."
forum_2014_oct15_release,release,http://poll.forumresearch.com/data/TO%20Horserace%20News%20Release%20%282014%2010%2015%29%20Forum%20Research.pdf,https://web.archive.org/web/20141020011059id_/http://poll.forumresearch.com/data/TO%20Horserace%20News%20Release%20%282014%2010%2015%29%20Forum%20Research.pdf,retrieved,2026-08-18T02:30:00Z,application/pdf,73c5839c9dc22660558462185caf15a73bd55b5cc5fe00f8403d576d98ca759b,data/source_documents/historical_mayoral/forum_2014_2018/forum_2014_10_15_release.pdf,270697,7,,present,passed,public,unknown,,"First-party Forum PDF recovered through an archived-original replay. All pages were rendered and visually inspected; the text layer is present and readable. Public availability is not an affirmative reuse licence, so redistribution status remains unknown. Release and methodology say October 15; the trend table labels the sample October 14."
forum_2014_oct20_release,release,http://poll.forumresearch.com/data/TO%20Horserace%20News%20Release%20%282014%2010%2020%29%20Forum%20Research.pdf,https://web.archive.org/web/20141022142832id_/http://poll.forumresearch.com/data/TO%20Horserace%20News%20Release%20%282014%2010%2020%29%20Forum%20Research.pdf,retrieved,2026-08-18T02:30:00Z,application/pdf,55cd9c2d64c07b68b5cb3fa46d7518740ef991b2cf8029531c8729f5015309d2,data/source_documents/historical_mayoral/forum_2014_2018/forum_2014_10_20_release.pdf,2662160,5,,present,passed,public,unknown,,"First-party Forum PDF recovered through an archived-original replay. All pages were rendered and visually inspected; the text layer is present and readable. Public availability is not an affirmative reuse licence, so redistribution status remains unknown."
forum_2014_oct26_release,release,http://poll.forumresearch.com/data/TO%20Horserace%20News%20Release%20%282014%2010%2026%29%20Forum%20Research.pdf,https://web.archive.org/web/20141027191412id_/http://poll.forumresearch.com/data/TO%20Horserace%20News%20Release%20%282014%2010%2026%29%20Forum%20Research.pdf,retrieved,2026-08-18T02:30:00Z,application/pdf,c3bc85019df6f4a9afddab50ac345a86870e19a8df1d1751460e9b7f094d6ebc,data/source_documents/historical_mayoral/forum_2014_2018/forum_2014_10_26_release.pdf,250561,5,,present,passed,public,unknown,,"First-party Forum PDF recovered through an archived-original replay. All pages were rendered and visually inspected; the text layer is present and readable. Public availability is not an affirmative reuse licence, so redistribution status remains unknown."
